Player,Team,Games Played,Receptions,Receiving Yards,Yards / Reception,Receiving Yards / Game,Yards after Catch,Receiving Touchdowns,Longest Reception,Receptions of 25+ Yards,100 Yard Games,Targets,Drops,% Caught,Fumbles,Fumbles Lost,First Downs Receiving,First Down %
"Vereen, Shane",NE,16,52,447,8.6,27.9,400,3,49,4,0,77,2,67.5%,0,0,24,46.2%
"Adams, Davante",GB,16,38,446,11.7,27.9,184,3,45,2,1,66,2,57.6%,0,0,23,60.5%
"Moncrief, Donte",IND,16,32,444,13.9,27.8,220,3,79,5,2,49,2,65.3%,0,0,15,46.9%
"Johnson, Stevie",SF,13,35,435,12.4,33.5,186,3,32,4,1,50,0,70.0%,0,0,24,68.6%
"Bailey, Stedman",STL,14,30,435,14.5,31.1,186,1,38,4,1,46,2,65.2%,0,0,19,63.3%
"Lacy, Eddie",GB,16,42,427,10.2,26.7,459,4,67,3,1,55,1,76.4%,0,0,17,40.5%
"Hogan, Chris",BUF,16,41,426,10.4,26.6,197,4,31,3,0,61,2,67.2%,2,2,20,48.8%
"Cameron, Jordan",CLE,10,24,424,17.7,42.4,187,2,81,5,1,48,1,50.0%,0,0,13,54.2%
"Lee, Marqise",JAX,13,37,422,11.4,32.5,177,1,37,4,0,68,5,54.4%,0,0,20,54.1%
"Beasley, Cole",DAL,16,37,420,11.4,26.3,250,4,45,1,0,49,0,75.5%,2,2,26,70.3%
"Parker, Preston",NYG,16,36,418,11.6,26.1,121,2,42,3,0,56,4,64.3%,0,0,25,69.4%
"Murray, DeMarco",DAL,16,57,416,7.3,26.0,499,0,34,1,0,64,1,89.1%,2,2,16,28.1%
"Kerley, Jeremy",NYJ,16,38,409,10.8,25.6,156,1,33,3,0,75,3,50.7%,0,0,20,52.6%
"Nicks, Hakeem",IND,16,38,405,10.7,25.3,135,4,29,3,0,68,2,55.9%,0,0,18,47.4%
"Allen, Dwayne",IND,13,29,395,13.6,30.4,169,8,41,4,0,50,6,58.0%,1,0,24,82.8%
"Ellington, Andre",ARZ,12,46,395,8.6,32.9,375,2,81,2,1,64,6,71.9%,0,0,19,41.3%
"Sproles, Darren",PHI,15,40,387,9.7,25.8,422,0,57,2,1,62,4,64.5%,0,0,17,42.5%
"Patterson, Cordarrelle",MIN,16,33,384,11.6,24.0,166,1,28,3,0,67,2,49.3%,0,0,20,60.6%
"Murphy Jr., Louis",TB,11,31,380,12.3,34.5,129,2,54,3,1,56,6,55.4%,1,0,14,45.2%
"Thomas, Pierre",NO,11,45,378,8.4,34.4,434,1,39,2,0,55,1,81.8%,0,0,19,42.2%
"Quick, Brian",STL,7,25,375,15.0,53.6,76,3,51,3,0,39,1,64.1%,0,0,19,76.0%
"Lynch, Marshawn",SEA,16,37,367,9.9,22.9,413,4,39,2,0,48,2,77.1%,2,2,16,43.2%
"Willson, Luke",SEA,15,22,362,16.5,24.1,223,3,80,4,1,40,4,55.0%,0,0,14,63.6%
"Avant, Jason",[],16,34,353,10.4,22.1,156,1,41,1,0,62,2,54.8%,0,0,19,55.9%
"Cunningham, Benny",STL,16,45,352,7.8,22.0,334,1,19,0,0,53,0,84.9%,1,1,21,46.7%
"Carlson, John",ARZ,16,33,350,10.6,21.9,162,1,32,3,0,55,5,60.0%,0,0,17,51.5%
"Bernard, Giovani",CIN,13,43,349,8.1,26.8,362,2,46,2,0,59,3,72.9%,0,0,13,30.2%
"Amaro, Jace",NYJ,14,38,345,9.1,24.6,175,2,43,1,0,53,6,71.7%,1,0,20,52.6%
"Celek, Brent",PHI,16,32,340,10.6,21.3,153,1,37,2,1,51,1,62.7%,1,1,16,50.0%
"Cruz, Victor",NYG,6,23,337,14.7,56.2,189,1,61,5,2,41,6,56.1%,0,0,13,56.5%
"Johnson, Damaris",HOU,16,31,331,10.7,20.7,184,1,44,3,0,49,4,63.3%,1,0,15,48.4%
"Foster, Arian",HOU,13,38,327,8.6,25.2,282,5,56,2,0,59,2,64.4%,0,0,15,39.5%
"Anderson, C.J.",DEN,15,34,324,9.5,21.6,293,2,51,1,0,44,4,77.3%,1,0,13,38.2%
"Quarless, Andrew",GB,16,29,323,11.1,20.2,167,3,34,2,0,46,2,63.0%,0,0,20,69.0%
"Bell, Joique",DET,15,34,322,9.5,21.5,340,1,28,2,0,53,4,64.2%,0,0,14,41.2%
"Riddick, Theo",DET,14,34,316,9.3,22.6,309,4,41,1,0,50,1,68.0%,0,0,14,41.2%
"Rainey, Bobby",TB,15,33,315,9.6,21.0,288,1,34,2,0,45,3,73.3%,2,2,12,36.4%
"Benjamin, Travis",CLE,16,18,314,17.4,19.6,52,3,43,4,0,46,3,39.1%,0,0,14,77.8%
"Ross, Jeremy",DET,16,24,314,13.1,19.6,136,1,59,3,0,35,2,68.6%,1,0,15,62.5%
"Asiata, Matt",MIN,15,44,312,7.1,20.8,349,1,41,2,0,63,6,69.8%,0,0,7,15.9%
"Gordon, Josh",CLE,5,24,303,12.6,60.6,171,0,32,1,1,47,2,51.1%,0,0,16,66.7%
"Bradshaw, Ahmad",IND,10,38,300,7.9,30.0,345,6,22,0,0,47,5,80.9%,0,0,20,52.6%
"Cadet, Travaris",NO,15,38,296,7.8,19.7,242,1,31,2,0,51,1,74.5%,1,1,15,39.5%
"Brown, Philly",CAR,13,21,296,14.1,22.8,56,2,47,3,0,36,2,58.3%,0,0,12,57.1%
"Gibson, Brandon",MIA,14,29,295,10.2,21.1,106,1,40,1,0,51,3,56.9%,2,0,15,51.7%
"Lloyd, Brandon",SF,14,14,294,21.0,21.0,78,1,80,4,0,35,0,40.0%,0,0,11,78.6%
"Charles, Jamaal",KC,15,40,291,7.3,19.4,330,5,30,2,0,59,5,67.8%,1,1,15,37.5%
"Harbor, Clay",JAX,13,26,289,11.1,22.2,182,1,59,2,0,35,1,74.3%,0,0,12,46.2%
"Sims, Dion",MIA,14,24,284,11.8,20.3,117,2,38,2,0,36,1,66.7%,0,0,13,54.2%
"Janis, Jeff",GB,3,2,16,8.0,5.3,4,0,9,0,0,2,0,100.0%,0,0,2,100.0%
"Jacobs, Nic",JAX,13,2,16,8.0,1.2,4,1,14,0,0,3,0,66.7%,0,0,2,100.0%
"Leonard, Brian",NO,1,1,15,15.0,15.0,11,0,15,0,0,1,0,100.0%,0,0,1,100.0%
"Johnson, Austin",NO,7,2,15,7.5,2.1,16,1,13,0,0,2,0,100.0%,0,0,2,100.0%
"Agnew, Ray",CLE,12,3,15,5.0,1.3,11,0,12,0,0,9,1,33.3%,0,0,1,33.3%
"Williams, Damian",[],3,1,14,14.0,4.7,2,0,14,0,0,1,0,100.0%,0,0,1,100.0%
"Ausberry, David",OAK,6,2,14,7.0,2.3,2,0,7,0,0,4,0,50.0%,0,0,0,0.0%
"Greene, Shonn",TEN,13,1,13,13.0,1.0,10,0,13,0,0,3,0,33.3%,0,0,1,100.0%
"Pierce, Bernard",BAL,13,2,13,6.5,1.0,10,0,7,0,0,6,0,33.3%,0,0,0,0.0%
"King, Tavarres",TB,2,2,13,6.5,6.5,3,0,7,0,0,3,1,66.7%,0,0,1,50.0%
"Michael, Christine",SEA,10,1,12,12.0,1.2,18,0,12,0,0,2,0,50.0%,0,0,0,0.0%
"Roby, Courtney",ATL,4,1,11,11.0,2.8,0,0,11,0,0,2,0,50.0%,0,0,1,100.0%
"Smith, Brad",PHI,13,1,11,11.0,0.8,0,0,11,0,0,2,1,50.0%,0,0,0,0.0%
"Smith, Alfonso",SF,6,3,11,3.7,1.8,21,0,5,0,0,4,1,75.0%,0,0,0,0.0%
"Harris, DuJuan",GB,15,1,11,11.0,0.7,11,0,11,0,0,2,0,50.0%,0,0,1,100.0%
"Williams, Kerwynn",ARZ,5,2,11,5.5,2.2,14,0,6,0,0,6,0,33.3%,0,0,0,0.0%
"Andrews, Antonio",TEN,4,2,11,5.5,2.8,9,0,6,0,0,2,0,100.0%,0,0,0,0.0%
"Whitehurst, Charlie",TEN,7,0,10,-,1.4,0,0,10,0,0,0,0,-,0,0,0,-
"Summers, Frank",BUF,10,5,9,1.8,0.9,6,0,4,0,0,8,1,62.5%,0,0,0,0.0%
"Klug, Karl",TEN,16,1,9,9.0,0.6,6,0,9,0,0,1,0,100.0%,0,0,1,100.0%
"Cox, Michael",NYG,4,2,9,4.5,2.3,17,0,9,0,0,3,0,66.7%,0,0,0,0.0%
"Cribbs, Josh",IND,6,1,8,8.0,1.3,1,0,8,0,0,1,0,100.0%,0,0,0,0.0%
"Spurlock, Micheal",CHI,1,1,8,8.0,8.0,7,0,8,0,0,3,0,33.3%,0,0,0,0.0%
"Moreno, Knowshon",MIA,3,1,8,8.0,2.7,11,0,8,0,0,1,0,100.0%,0,0,0,0.0%
"Dwyer, Jonathan",ARZ,2,2,8,4.0,4.0,9,0,5,0,0,3,0,66.7%,0,0,0,0.0%
"Bolden, Brandon",NE,16,2,8,4.0,0.5,11,0,4,0,0,6,0,33.3%,0,0,0,0.0%
"Jensen, Marcel",JAX,1,1,8,8.0,8.0,3,0,8,0,0,1,0,100.0%,0,0,0,0.0%
"Gray, Jonas",NE,8,1,7,7.0,0.9,3,0,7,0,0,3,0,33.3%,0,0,0,0.0%
"Saunders, Jalen",[],9,1,7,7.0,0.8,3,0,7,0,0,1,0,100.0%,0,0,0,0.0%
"Robinson, Aldrick",WSH,5,1,6,6.0,1.2,8,0,6,0,0,3,0,33.3%,0,0,0,0.0%
"Schwenke, Brian",TEN,11,1,6,6.0,0.5,9,0,6,0,0,1,0,100.0%,1,1,0,0.0%
"Johnson, David",SD,14,1,4,4.0,0.3,2,0,4,0,0,1,0,100.0%,0,0,0,0.0%
"Tukuafu, Will",SEA,9,1,4,4.0,0.4,5,0,4,0,0,2,1,50.0%,0,0,1,100.0%
"Watt, J.J.",HOU,16,3,4,1.3,0.3,0,3,2,0,0,3,0,100.0%,0,0,3,100.0%
"Dorsey, Kevin",GB,3,1,4,4.0,1.3,11,0,4,0,0,2,0,50.0%,0,0,0,0.0%
"Penn, Donald",OAK,16,1,3,3.0,0.2,2,1,3,0,0,1,0,100.0%,0,0,1,100.0%
"Pascoe, Bear",ATL,16,2,3,1.5,0.2,0,1,2,0,0,2,0,100.0%,0,0,1,50.0%
"Abdul-Quddus, Isa",DET,16,1,3,3.0,0.2,6,0,3,0,0,1,0,100.0%,0,0,0,0.0%
"Lane, Jorvorskie",TB,9,1,3,3.0,0.3,3,0,3,0,0,1,0,100.0%,0,0,0,0.0%
"Bostick, Brandon",GB,13,2,3,1.5,0.2,1,1,2,0,0,4,1,50.0%,0,0,1,50.0%
"Brees, Drew",NO,16,1,1,1.0,0.1,-2,0,1,0,0,1,0,100.0%,0,0,0,0.0%
"Barnes, Khalif",OAK,14,1,1,1.0,0.1,4,0,1,0,0,1,0,100.0%,1,1,0,0.0%
"Phillips, John",SD,16,1,1,1.0,0.1,0,1,1,0,0,1,0,100.0%,0,0,1,100.0%
"Palmer, Michael",PIT,15,1,1,1.0,0.1,1,1,1,0,0,2,0,50.0%,0,0,1,100.0%
"Clutts, Tyler",DAL,16,1,1,1.0,0.1,1,0,1,0,0,1,0,100.0%,0,0,0,0.0%
"Castonzo, Anthony",IND,16,1,1,1.0,0.1,0,1,1,0,0,1,0,100.0%,0,0,1,100.0%
"Raiola, Dominic",DET,15,0,0,-,0.0,0,0,0,0,0,0,0,-,1,0,0,-
"McCown, Josh",TB,11,0,0,-,-,0,0,0,0,0,0,0,-,0,0,0,-
"Peppers, Julius",GB,16,0,0,-,0.0,0,0,0,0,0,1,1,0.0%,0,0,0,-
"Osgood, Kassim",SF,13,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Brown, Antonio",PIT,16,129,1698,13.2,106.1,632,13,63,14,8,181,5,71.3%,1,1,85,65.9%
"Thomas, Demaryius",DEN,16,111,1619,14.6,101.2,680,11,86,15,10,184,10,60.3%,0,0,69,62.2%
"Jones, Julio",ATL,15,104,1593,15.3,106.2,565,6,79,11,7,163,5,63.8%,2,1,76,73.1%
"Nelson, Jordy",GB,16,98,1519,15.5,94.9,539,13,80,12,7,151,4,64.9%,0,0,71,72.4%
"Sanders, Emmanuel",DEN,16,101,1404,13.9,87.8,392,9,48,16,7,141,0,71.6%,1,0,69,68.3%
"Hilton, T.Y.",IND,15,82,1345,16.4,89.7,372,7,73,17,6,131,7,62.6%,3,1,63,76.8%
"Tate, Golden",DET,16,99,1331,13.4,83.2,720,4,73,12,5,144,2,68.8%,1,0,58,58.6%
"Bryant, Dez",DAL,16,88,1320,15.0,82.5,434,16,68,11,4,137,5,64.2%,0,0,60,68.2%
"Maclin, Jeremy",PHI,16,85,1318,15.5,82.4,522,10,72,12,4,143,2,59.4%,0,0,56,65.9%
"Beckham Jr., Odell",NYG,12,91,1305,14.3,108.8,517,12,80,11,7,130,2,70.0%,0,0,57,62.6%
"Cobb, Randall",GB,16,91,1287,14.1,80.4,618,12,70,12,5,127,6,71.7%,1,1,71,78.0%
"Hopkins, DeAndre",HOU,16,76,1210,15.9,75.6,387,6,76,12,4,127,4,59.8%,2,1,57,75.0%
"Jackson, DeSean",WSH,15,56,1169,20.9,77.9,482,6,81,15,6,95,3,58.9%,0,0,35,62.5%
"Jeffery, Alshon",CHI,16,85,1133,13.3,70.8,498,10,74,12,3,145,5,58.6%,0,0,60,70.6%
"Gronkowski, Rob",NE,15,82,1124,13.7,74.9,481,12,46,10,3,131,7,62.6%,0,0,60,73.2%
"Johnson, Calvin",DET,13,71,1077,15.2,82.8,251,8,67,7,5,128,3,55.5%,0,0,59,83.1%
"Smith Sr., Steve",BAL,16,79,1065,13.5,66.6,374,6,80,9,4,134,10,59.0%,2,1,45,57.0%
"Boldin, Anquan",SF,16,83,1062,12.8,66.4,420,5,76,8,1,131,7,63.4%,0,0,56,67.5%
"Evans, Mike",TB,15,68,1051,15.5,70.1,181,12,56,13,3,123,4,55.3%,0,0,46,67.6%
"Green, A.J.",CIN,13,69,1041,15.1,80.1,351,6,81,6,5,116,2,59.5%,2,2,46,66.7%
"Olsen, Greg",CAR,16,84,1008,12.0,63.0,371,6,38,3,3,123,2,68.3%,1,0,56,66.7%
"Benjamin, Kelvin",CAR,16,73,1008,13.8,63.0,182,9,51,7,3,145,10,50.3%,1,1,51,69.9%
"Jackson, Vincent",TB,16,70,1002,14.3,62.6,158,2,50,8,3,142,4,49.3%,1,1,50,71.4%
"Watkins, Sammy",BUF,16,65,982,15.1,61.4,349,6,84,10,4,128,4,50.8%,1,1,47,72.3%
"Edelman, Julian",NE,14,92,972,10.6,69.4,450,4,69,5,1,134,8,68.7%,2,0,49,53.3%
"Decker, Eric",NYJ,15,74,962,13.0,64.1,342,5,74,8,2,114,3,64.9%,0,0,47,63.5%
"LaFell, Brandon",NE,16,74,953,12.9,59.6,382,7,56,5,2,119,2,62.2%,1,1,50,67.6%
"Randle, Rueben",NYG,16,71,938,13.2,58.6,252,3,49,7,3,127,4,55.9%,0,0,48,67.6%
"Johnson, Andre",HOU,15,85,936,11.0,62.4,391,3,35,4,1,147,4,57.8%,3,3,49,57.6%
"Stills, Kenny",NO,15,63,931,14.8,62.1,192,3,69,7,2,84,4,75.0%,1,0,47,74.6%
"White, Roddy",ATL,14,80,921,11.5,65.8,205,7,39,3,2,125,6,64.0%,3,1,54,67.5%
"Bennett, Martellus",CHI,16,90,916,10.2,57.3,478,6,37,6,2,128,7,70.3%,0,0,43,47.8%
"Colston, Marques",NO,16,59,902,15.3,56.4,309,5,57,7,2,99,7,59.6%,1,1,45,76.3%
"Walker, Delanie",TEN,15,63,890,14.1,59.3,387,4,68,8,2,106,4,59.4%,2,0,34,54.0%
"Graham, Jimmy",NO,16,85,889,10.5,55.6,296,10,29,3,1,124,8,68.5%,2,2,54,63.5%
"Matthews, Jordan",PHI,16,67,872,13.0,54.5,416,8,44,8,3,103,6,65.0%,0,0,42,62.7%
"Wallace, Mike",MIA,16,67,862,12.9,53.9,249,10,50,8,1,115,4,58.3%,1,1,47,70.1%
"Kelce, Travis",KC,16,67,862,12.9,53.9,512,5,34,6,1,87,5,77.0%,4,3,45,67.2%
"Floyd, Malcom",SD,16,52,856,16.5,53.5,151,6,59,9,1,92,2,56.5%,0,0,39,75.0%
"Bell, Le'Veon",PIT,16,83,854,10.3,53.4,841,3,48,8,1,105,3,79.0%,0,0,41,49.4%
"Floyd, Michael",ARZ,16,47,841,17.9,52.6,128,6,63,11,3,99,4,47.5%,3,1,34,72.3%
"Baldwin, Doug",SEA,16,66,825,12.5,51.6,357,3,49,5,2,98,3,67.3%,0,0,42,63.6%
"Hawkins, Andrew",CLE,15,63,824,13.1,54.9,407,2,65,8,1,112,3,56.3%,0,0,44,69.8%
"Gates, Antonio",SD,16,69,821,11.9,51.3,275,12,34,6,0,98,1,70.4%,1,0,44,63.8%
"Forte, Matt",CHI,16,102,808,7.9,50.5,837,4,56,4,1,130,4,78.5%,1,1,28,27.5%
"Sanu, Mohamed",CIN,16,56,790,14.1,49.4,338,5,76,8,2,98,9,57.1%,0,0,37,66.1%
"Fitzgerald, Larry",ARZ,14,63,784,12.4,56.0,352,2,80,4,2,104,0,60.6%,1,1,39,61.9%
"Allen, Keenan",SD,14,77,783,10.2,55.9,327,4,35,2,3,122,1,63.1%,1,1,41,53.2%
"Wayne, Reggie",IND,15,64,779,12.2,51.9,277,2,80,5,1,116,9,55.2%,1,1,40,62.5%
"Royal, Eddie",SD,16,62,778,12.6,48.6,376,7,47,6,1,91,4,68.1%,1,1,39,62.9%
"Butler, Brice",OAK,15,21,280,13.3,18.7,89,2,55,2,0,36,2,58.3%,0,0,14,66.7%
"Miller, Lamar",MIA,16,38,275,7.2,17.2,247,1,20,0,0,52,7,73.1%,1,1,10,26.3%
"Richardson, Paul",SEA,15,29,271,9.3,18.1,72,1,32,1,0,44,0,65.9%,0,0,15,51.7%
"Oliver, Branden",SD,14,36,271,7.5,19.4,360,1,50,1,0,45,0,80.0%,0,0,11,30.6%
"Aiken, Kamar",BAL,16,24,267,11.1,16.7,63,3,24,0,0,32,1,75.0%,0,0,15,62.5%
"Reece, Marcel",OAK,15,37,265,7.2,17.7,210,1,19,0,0,59,5,62.7%,0,0,12,32.4%
"Forsett, Justin",BAL,16,44,263,6.0,16.4,330,0,26,1,0,59,1,74.6%,0,0,10,22.7%
"Thompkins, Kenbrell",[],14,21,262,12.5,18.7,106,0,50,2,0,47,3,44.7%,0,0,13,61.9%
"Wilson, Albert",KC,12,16,260,16.3,21.7,125,0,48,2,0,28,1,57.1%,0,0,12,75.0%
"Kendricks, Lance",STL,16,27,259,9.6,16.2,107,5,23,0,0,38,1,71.1%,0,0,17,63.0%
"Wright, Tim",NE,16,26,259,10.0,16.2,98,6,30,2,0,33,1,78.8%,0,0,18,69.2%
"Ford, Chase",MIN,11,23,258,11.2,23.5,65,1,22,0,0,35,1,65.7%,0,0,15,65.2%
"Brown, Marlon",BAL,14,24,255,10.6,18.2,104,0,22,0,0,31,0,77.4%,0,0,16,66.7%
"Hagan, Derek",TEN,16,19,254,13.4,15.9,42,1,38,3,0,34,3,55.9%,0,0,10,52.6%
"Bush, Reggie",DET,11,40,253,6.3,23.0,265,0,28,1,0,56,4,71.4%,0,0,13,32.5%
"Ebron, Eric",DET,13,25,248,9.9,19.1,129,1,22,0,0,47,4,53.2%,0,0,14,56.0%
"Cumberland, Jeff",NYJ,16,23,247,10.7,15.4,100,3,28,2,0,47,0,48.9%,0,0,12,52.2%
"Davis, Vernon",SF,14,26,245,9.4,17.5,57,2,29,1,0,50,5,52.0%,0,0,11,42.3%
"Dray, Jim",CLE,16,17,242,14.2,15.1,112,1,31,3,0,28,1,60.7%,0,0,12,70.6%
"Austin, Tavon",STL,15,31,242,7.8,16.1,172,0,28,1,0,44,3,70.5%,0,0,12,38.7%
"Toilolo, Levine",ATL,16,31,238,7.7,14.9,95,2,20,0,0,53,5,58.5%,1,1,15,48.4%
"Rudolph, Kyle",MIN,9,24,231,9.6,25.7,120,2,23,0,0,34,4,70.6%,1,0,13,54.2%
"Richardson, Trent",IND,15,27,229,8.5,15.3,245,0,24,0,0,34,3,79.4%,0,0,9,33.3%
"Brown, Jaron",ARZ,16,22,229,10.4,14.3,64,2,26,1,0,32,1,68.8%,1,0,14,63.6%
"Fasano, Anthony",KC,15,25,226,9.0,15.1,95,4,22,0,0,36,1,69.4%,0,0,15,60.0%
"Jennings, Rashad",NYG,11,30,226,7.5,20.5,318,0,27,1,0,41,5,73.2%,1,1,8,26.7%
"Green, Ladarius",SD,14,19,226,11.9,16.1,123,0,28,3,0,25,1,76.0%,0,0,12,63.2%
"Rodgers, Richard",GB,16,20,225,11.3,14.1,55,2,43,2,0,30,1,66.7%,0,0,9,45.0%
"Freeman, Devonta",ATL,16,30,225,7.5,14.1,183,1,36,1,0,37,1,81.1%,0,0,8,26.7%
"Smith, Antone",ATL,10,13,222,17.1,22.2,234,3,74,3,0,15,0,86.7%,0,0,5,38.5%
"Seferian-Jenkins, Austin",TB,9,21,221,10.5,24.6,42,2,30,2,0,38,2,55.3%,1,1,12,57.1%
"Dunbar, Lance",DAL,16,18,217,12.1,13.6,197,0,40,2,0,22,0,81.8%,0,0,11,61.1%
"Toon, Nick",NO,8,17,215,12.7,26.9,49,1,24,0,0,23,1,73.9%,1,1,13,76.5%
"Hill, Jeremy",CIN,16,27,215,8.0,13.4,225,0,38,1,0,32,3,84.4%,1,0,7,25.9%
"McFadden, Darren",OAK,16,36,212,5.9,13.3,266,0,23,0,0,56,1,64.3%,0,0,8,22.2%
"Fuller, Corey",DET,16,14,212,15.1,13.3,37,1,52,1,0,31,0,45.2%,1,1,11,78.6%
"Brown, Donald",SD,13,29,211,7.3,16.2,304,0,24,0,0,41,4,70.7%,1,0,7,24.1%
"Ellison, Rhett",MIN,16,19,208,11.0,13.0,158,1,40,1,0,26,0,73.1%,0,0,12,63.2%
"Lewis, Marcedes",JAX,8,18,206,11.4,25.8,145,2,63,2,0,31,2,58.1%,0,0,10,55.6%
"Amendola, Danny",NE,16,27,200,7.4,12.5,84,1,21,0,0,42,0,64.3%,0,0,12,44.4%
"Moore, Lance",PIT,14,14,198,14.1,14.1,51,2,29,4,0,26,4,53.8%,0,0,11,78.6%
"Todman, Jordan",JAX,16,25,198,7.9,12.4,206,1,26,1,0,37,4,67.6%,0,0,6,24.0%
"McCluster, Dexter",TEN,14,26,197,7.6,14.1,144,1,25,1,0,36,0,72.2%,0,0,10,38.5%
"Graham, Garrett",HOU,11,18,197,10.9,17.9,67,1,26,1,0,28,1,64.3%,0,0,10,55.6%
"Lockette, Ricardo",SEA,16,11,195,17.7,12.2,72,2,48,3,0,15,1,73.3%,0,0,5,45.5%
"Tate, Brandon",CIN,16,17,193,11.4,12.1,75,1,50,1,0,26,1,65.4%,0,0,12,70.6%
"Ginn Jr., Ted",ARZ,16,14,190,13.6,11.9,50,0,27,2,0,26,3,53.8%,0,0,9,64.3%
"Myers, Brandon",TB,14,22,190,8.6,13.6,71,0,26,1,0,32,2,68.8%,0,0,8,36.4%
"Sims, Charles",TB,8,19,190,10.0,23.8,203,0,24,0,0,27,1,70.4%,0,0,6,31.6%
"Miller, Bruce",SF,16,18,189,10.5,11.8,137,2,22,0,0,25,1,72.0%,0,0,11,61.1%
"Pettigrew, Brandon",DET,14,10,70,7.0,5.0,34,0,13,0,0,15,1,66.7%,0,0,4,40.0%
"Mathews, Ryan",SD,6,9,69,7.7,11.5,64,0,16,0,0,10,1,90.0%,0,0,4,44.4%
"Little, Greg",CIN,6,6,69,11.5,11.5,30,0,21,0,0,12,2,50.0%,0,0,3,50.0%
"Hyde, Carlos",SF,14,12,68,5.7,4.9,70,0,16,0,0,16,1,75.0%,0,0,3,25.0%
"Grant, Ryan",WSH,16,7,68,9.7,4.3,24,0,21,0,0,15,0,46.7%,0,0,4,57.1%
"Tipton, Zurlon",IND,6,6,68,11.3,11.3,72,1,32,1,0,6,0,100.0%,0,0,5,83.3%
"Holmes, Santonio",CHI,9,8,67,8.4,7.4,30,0,15,0,0,14,0,57.1%,0,0,6,75.0%
"Nelson, David",NYJ,6,8,65,8.1,10.8,3,0,17,0,0,16,0,50.0%,2,0,4,50.0%
"Coffman, Chase",TEN,13,6,64,10.7,4.9,19,1,18,0,0,14,0,42.9%,0,0,4,66.7%
"McKnight, Joe",KC,2,6,64,10.7,32.0,54,2,26,1,0,7,0,85.7%,0,0,5,83.3%
"Martin, Doug",TB,11,13,64,4.9,5.8,65,0,20,0,0,20,0,65.0%,0,0,3,23.1%
"West, Terrance",CLE,14,11,64,5.8,4.6,56,1,11,0,0,13,0,84.6%,0,0,3,27.3%
"Robinson, Khiry",NO,10,8,63,7.9,6.3,89,0,17,0,0,11,1,72.7%,0,0,2,25.0%
"Shepard, Russell",TB,16,4,63,15.8,3.9,27,0,23,0,0,8,0,50.0%,0,0,3,75.0%
"DiMarco, Patrick",ATL,16,9,62,6.9,3.9,49,1,16,0,0,14,2,64.3%,0,0,4,44.4%
"Ball, Montee",DEN,5,9,62,6.9,12.4,53,0,16,0,0,13,1,69.2%,0,0,2,22.2%
"Banyard, Joe",MIN,15,9,62,6.9,4.1,79,0,12,0,0,11,0,81.8%,0,0,4,44.4%
"Ellington, Bruce",SF,13,6,62,10.3,4.8,39,2,20,0,0,12,0,50.0%,0,0,5,83.3%
"Tate, Ben",[],11,9,60,6.7,5.5,49,0,23,0,0,12,0,75.0%,0,0,3,33.3%
"Whittaker, Fozzy",CAR,10,5,60,12.0,6.0,81,1,26,1,0,6,0,83.3%,0,0,2,40.0%
"Casey, James",PHI,16,3,59,19.7,3.7,7,2,26,1,0,3,0,100.0%,0,0,3,100.0%
"Herron, Robert",TB,8,6,58,9.7,7.3,28,1,16,0,0,12,1,50.0%,0,0,3,50.0%
"Walters, Bryan",SEA,13,6,57,9.5,4.4,39,0,17,0,0,11,0,54.5%,0,0,3,50.0%
"Carey, Ka'Deem",CHI,14,5,57,11.4,4.1,48,0,18,0,0,6,0,83.3%,0,0,2,40.0%
"Harkey, Cory",STL,16,8,55,6.9,3.4,40,1,21,0,0,11,0,72.7%,0,0,5,62.5%
"Sanders, Ace",JAX,12,6,55,9.2,4.6,25,0,24,0,0,7,1,85.7%,0,0,1,16.7%
"Blount, LeGarrette",[],16,10,54,5.4,3.4,62,0,13,0,0,12,0,83.3%,0,0,4,40.0%
"Durham, Kris",TEN,4,6,54,9.0,13.5,13,0,14,0,0,11,0,54.5%,0,0,2,33.3%
"Celek, Garrett",SF,3,2,53,26.5,17.7,10,0,31,1,0,2,0,100.0%,0,0,2,100.0%
"Washington, Corey",NYG,14,5,52,10.4,3.7,14,1,20,0,0,8,0,62.5%,0,0,4,80.0%
"Ogletree, Kevin",NYG,7,5,50,10.0,7.1,14,0,15,0,0,9,0,55.6%,0,0,2,40.0%
"Robinson, Adrien",NYG,16,5,50,10.0,3.1,54,1,29,1,0,7,1,71.4%,0,0,3,60.0%
"Dixon, Boobie",BUF,16,8,49,6.1,3.1,48,0,10,0,0,9,0,88.9%,0,0,3,37.5%
"Burkhead, Rex",CIN,9,7,49,7.0,5.4,37,0,15,0,0,10,0,70.0%,0,0,3,42.9%
"Hanna, James",DAL,16,4,48,12.0,3.0,13,0,27,1,0,6,0,66.7%,0,0,3,75.0%
"Gragg, Chris",BUF,10,7,48,6.9,4.8,25,1,14,0,0,10,1,70.0%,0,0,4,57.1%
"Darkwa, Orleans",[],11,5,48,9.6,4.4,41,0,17,0,0,6,0,83.3%,0,0,2,40.0%
"Caldwell, Andre",DEN,16,5,47,9.4,2.9,18,0,15,0,0,15,3,33.3%,0,0,4,80.0%
"Spaeth, Matt",PIT,15,3,46,15.3,3.1,18,1,33,1,0,4,0,75.0%,0,0,2,66.7%
