Player,Team,Games Played,All Purpose Yards,Yards From Scrimmage,Yards From Scrimmage / Game,Touchdowns,Total Yards,Rushing Yards,Rushing Yards / Attempt,Rushing Yards / Game,Rushing Touchdowns,Receiving Yards,Yards / Reception,Receiving Yards / Game,Receiving Touchdowns
"Welker, Wes",DEN,14,538,464,33.1,2,538,-,-,-,-,464,9.5,33.1,2
"Herron, Daniel",IND,16,602,524,32.8,1,602,351,4.5,21.9,1,173,8.2,10.8,0
"Bailey, Stedman",STL,14,547,448,32.0,2,547,13,13.0,0.9,0,435,14.5,31.1,1
"Morgan, Joseph",NO,5,159,159,31.8,0,159,67,67.0,13.4,0,92,23.0,18.4,0
"Paul, Niles",WSH,16,543,507,31.7,1,543,-,-,-,-,507,13.0,31.7,1
"Patterson, Cordarrelle",MIN,16,1372,501,31.3,2,1372,117,11.7,7.3,1,384,11.6,24.0,1
"Taliaferro, Lorenzo",BAL,13,421,406,31.2,4,421,292,4.3,22.5,4,114,14.3,8.8,0
"Greene, Shonn",TEN,13,405,405,31.2,2,405,392,4.2,30.2,2,13,13.0,1.0,0
"Austin, Tavon",STL,15,876,466,31.1,3,876,224,6.2,14.9,2,242,7.8,16.1,0
"Chandler, Scott",BUF,16,497,497,31.1,3,497,-,-,-,-,497,10.6,31.1,3
"Turbin, Robert",SEA,16,496,496,31.0,2,496,310,4.2,19.4,0,186,11.6,11.6,2
"Kerley, Jeremy",NYJ,16,706,495,30.9,1,706,86,21.5,5.4,0,409,10.8,25.6,1
"Gresham, Jermaine",CIN,15,460,460,30.7,5,460,-,-,-,-,460,7.4,30.7,5
"Allen, Dwayne",IND,13,395,395,30.4,8,395,-,-,-,-,395,13.6,30.4,8
"Brown, Philly",CAR,13,817,391,30.1,3,817,95,11.9,7.3,0,296,14.1,22.8,2
"Dixon, Boobie",BUF,16,533,481,30.1,2,533,432,4.1,27.0,2,49,6.1,3.1,0
"Posey, DeVier",HOU,1,30,30,30.0,0,30,-,-,-,-,30,30.0,30.0,0
"Bortles, Blake",JAX,14,419,419,29.9,0,3327,419,7.5,29.9,0,-,-,-,-
"Hartline, Brian",MIA,16,474,474,29.6,2,474,-,-,-,-,474,12.2,29.6,2
"Roberts, Andre",WSH,16,1392,474,29.6,2,1392,21,10.5,1.3,0,453,12.6,28.3,2
"Starks, James",GB,16,473,473,29.6,2,473,333,3.9,20.8,2,140,7.8,8.8,0
"Freeman, Devonta",ATL,16,473,473,29.6,2,473,248,3.8,15.5,1,225,7.5,14.1,1
"Dwyer, Jonathan",ARZ,2,59,59,29.5,1,59,51,3.2,25.5,1,8,4.0,4.0,0
"Avery, Donnie",KC,6,176,176,29.3,0,176,-,-,-,-,176,11.7,29.3,0
"Pierce, Bernard",BAL,13,379,379,29.2,2,379,366,3.9,28.2,2,13,6.5,1.0,0
"Moncrief, Donte",IND,16,461,461,28.8,3,461,17,4.3,1.1,0,444,13.9,27.8,3
"Hyde, Carlos",SF,14,669,401,28.6,4,669,333,4.0,23.8,4,68,5.7,4.9,0
"Streater, Rod",OAK,3,84,84,28.0,1,84,-,-,-,-,84,9.3,28.0,1
"Adams, Davante",GB,16,446,446,27.9,3,446,-,-,-,-,446,11.7,27.9,3
"Toon, Nick",NO,8,219,219,27.4,1,219,4,4.0,0.5,0,215,12.7,26.9,1
"Fuller, Corey",DET,16,212,212,13.3,1,212,-,-,-,-,212,15.1,13.3,1
"McCoy, Colt",WSH,5,66,66,13.2,1,1123,66,4.1,13.2,1,-,-,-,-
"Ellison, Rhett",MIN,16,231,208,13.0,1,231,-,-,-,-,208,11.0,13.0,1
"Cutler, Jay",CHI,15,191,191,12.7,2,4003,191,4.9,12.7,2,-,-,-,-
"Owusu, Chris",[],8,248,101,12.6,2,248,23,23.0,2.9,1,78,13.0,9.8,1
"Amendola, Danny",NE,16,814,200,12.5,1,814,-,-,-,-,200,7.4,12.5,1
"Miller, Bruce",SF,16,217,198,12.4,2,217,9,1.5,0.6,0,189,10.5,11.8,2
"Lockette, Ricardo",SEA,16,197,197,12.3,2,197,2,2.0,0.1,0,195,17.7,12.2,2
"Ginn Jr., Ted",ARZ,16,890,196,12.3,1,900,6,2.0,0.4,0,190,13.6,11.9,0
"Redd Jr., Silas",WSH,15,182,182,12.1,1,182,75,4.7,5.0,1,107,13.4,7.1,0
"Barnidge, Gary",CLE,13,156,156,12.0,0,156,-,-,-,-,156,12.0,12.0,0
"Fells, Daniel",NYG,16,188,188,11.8,4,188,-,-,-,-,188,11.8,11.8,4
"Brown, Justin",PIT,8,94,94,11.8,0,94,-,-,-,-,94,7.8,11.8,0
"Dalton, Andy",CIN,16,187,187,11.7,5,3585,169,2.8,10.6,4,18,18.0,1.1,1
"Givens, Chris",STL,14,264,163,11.6,1,264,4,4.0,0.3,0,159,14.5,11.4,1
"Moss, Santana",WSH,10,116,116,11.6,0,116,-,-,-,-,116,11.6,11.6,0
"Moore, Denarius",OAK,10,154,116,11.6,0,154,1,1.0,0.1,0,115,9.6,11.5,0
"McCown, Josh",TB,11,127,127,11.5,3,2333,127,5.1,11.5,3,0,-,-,0
"Little, Greg",CIN,6,69,69,11.5,0,69,-,-,-,-,69,11.5,11.5,0
"Juszczyk, Kyle",BAL,16,210,182,11.4,1,210,-,-,-,-,182,9.6,11.4,1
"Norwood, Kevin",SEA,9,102,102,11.3,0,102,-,-,-,-,102,11.3,11.3,0
"Hill, Josh",NO,16,176,176,11.0,5,176,-,-,-,-,176,12.6,11.0,5
"Wright, James",CIN,11,121,121,11.0,0,121,30,10.0,2.7,0,91,18.2,8.3,0
"Nelson, David",NYJ,6,65,65,10.8,0,65,-,-,-,-,65,8.1,10.8,0
"Brown, Ronnie",[],10,107,107,10.7,0,107,63,3.2,6.3,0,44,8.8,4.4,0
"Fauria, Joseph",DET,7,74,74,10.6,1,74,-,-,-,-,74,12.3,10.6,1
"Cox, Michael",NYG,4,303,42,10.5,0,303,33,8.3,8.3,0,9,4.5,2.3,0
"Sanzenbacher, Dane",CIN,10,104,104,10.4,0,104,-1,-1.0,-0.1,0,105,11.7,10.5,0
"Manuel, EJ",BUF,5,52,52,10.4,1,890,52,3.3,10.4,1,-,-,-,-
"Meachem, Robert",NO,11,114,114,10.4,0,114,-,-,-,-,114,16.3,10.4,0
"Gray, MarQueis",[],13,148,134,10.3,0,148,-,-,-,-,134,14.9,10.3,0
"Jenkins, A.J.",KC,9,91,91,10.1,0,91,-2,-1.0,-0.2,0,93,10.3,10.3,0
"Bersin, Brenton",CAR,15,404,151,10.1,1,404,-,-,-,-,151,11.6,10.1,1
"Banyard, Joe",MIN,15,158,150,10.0,0,158,88,4.2,5.9,0,62,6.9,4.1,0
"Matthews, Rishard",MIA,14,138,138,9.9,2,138,3,3.0,0.2,0,135,11.3,9.6,2
"Toussaint, Fitzgerald",BAL,4,80,39,9.8,0,80,12,2.0,3.0,0,27,9.0,6.8,0
"Carrier, Derek",SF,11,107,107,9.7,0,107,2,2.0,0.2,0,105,11.7,9.5,0
"Sanchez, Mark",PHI,9,87,87,9.7,1,2505,87,2.6,9.7,1,-,-,-,-
"Dobson, Aaron",NE,4,38,38,9.5,0,38,-,-,-,-,38,12.7,9.5,0
"Hughes, Robert",ARZ,16,151,151,9.4,0,151,11,1.6,0.7,0,140,17.5,8.8,0
"Jones, Jacoby",BAL,16,1400,147,9.2,1,1400,16,5.3,1.0,0,131,14.6,8.2,0
"Ryan, Matt",ATL,16,145,145,9.1,0,4839,145,5.0,9.1,0,-,-,-,-
"Shaw, Connor",CLE,1,9,9,9.0,0,186,9,1.3,9.0,0,-,-,-,-
"Huff, Josh",PHI,12,520,105,8.8,1,520,7,7.0,0.6,0,98,12.3,8.2,0
"Housler, Rob",ARZ,15,130,130,8.7,0,130,1,1.0,0.1,0,129,14.3,8.6,0
"Thielen, Adam",MIN,16,170,137,8.6,2,170,-,-,-,-,137,17.1,8.6,1
"Watson, Benjamin",NO,16,136,136,8.5,2,136,-,-,-,-,136,6.8,8.5,2
"Foles, Nick",PHI,8,68,68,8.5,0,2231,68,4.3,8.5,0,-,-,-,-
"Burkhead, Rex",CIN,9,76,76,8.4,1,76,27,3.0,3.0,1,49,7.0,5.4,0
"Henne, Chad",JAX,3,25,25,8.3,0,517,25,6.3,8.3,0,-,-,-,-
"Benjamin, Kelvin",CAR,16,1008,1008,63.0,9,1008,-,-,-,-,1008,13.8,63.0,9
"Jackson, Vincent",TB,16,1002,1002,62.6,2,1002,-,-,-,-,1002,14.3,62.6,2
"Johnson, Andre",HOU,15,936,936,62.4,3,936,-,-,-,-,936,11.0,62.4,3
"Cooks, Brandin",NO,10,670,623,62.3,4,670,73,10.4,7.3,1,550,10.4,55.0,3
"Stills, Kenny",NO,15,929,929,61.9,3,929,-2,-2.0,-0.1,0,931,14.8,62.1,3
"Watkins, Sammy",BUF,16,990,990,61.9,6,990,8,4.0,0.5,0,982,15.1,61.4,6
"McKinnon, Jerick",MIN,11,673,673,61.2,0,673,538,4.8,48.9,0,135,5.0,12.3,0
"Oliver, Branden",SD,14,875,853,60.9,4,875,582,3.6,41.6,3,271,7.5,19.4,1
"Gordon, Josh",CLE,5,303,303,60.6,0,303,-,-,-,-,303,12.6,60.6,0
"LaFell, Brandon",NE,16,966,966,60.4,7,966,13,6.5,0.8,0,953,12.9,59.6,7
"Ridley, Stevan",NE,6,360,360,60.0,2,360,340,3.6,56.7,2,20,5.0,3.3,0
"Walker, Delanie",TEN,15,890,890,59.3,4,890,-,-,-,-,890,14.1,59.3,4
"Ivory, Chris",NYJ,16,944,944,59.0,7,944,821,4.2,51.3,6,123,6.8,7.7,1
"Asiata, Matt",MIN,15,929,882,58.8,10,929,570,3.5,38.0,9,312,7.1,20.8,1
"Randle, Rueben",NYG,16,938,938,58.6,3,938,-,-,-,-,938,13.2,58.6,3
"Bennett, Martellus",CHI,16,916,916,57.3,6,916,-,-,-,-,916,10.2,57.3,6
"Jackson, Steven",ATL,15,855,855,57.0,6,855,707,3.7,47.1,6,148,7.4,9.9,0
"Colston, Marques",NO,16,902,902,56.4,5,902,-,-,-,-,902,15.3,56.4,5
"Cruz, Victor",NYG,6,337,337,56.2,1,337,-,-,-,-,337,14.7,56.2,1
"Bryant, Martavis",PIT,10,561,561,56.1,8,561,12,4.0,1.2,0,549,21.1,54.9,8
"Fitzgerald, Larry",ARZ,14,784,784,56.0,2,784,-,-,-,-,784,12.4,56.0,2
"Hawkins, Andrew",CLE,15,839,839,55.9,2,839,15,5.0,1.0,0,824,13.1,54.9,2
"Allen, Keenan",SD,14,882,783,55.9,4,882,-,-,-,-,783,10.2,55.9,4
"Graham, Jimmy",NO,16,889,889,55.6,10,889,-,-,-,-,889,10.5,55.6,10
"Marshall, Brandon",CHI,13,721,721,55.5,8,721,-,-,-,-,721,11.8,55.5,8
"Wright, Kendall",TEN,14,769,769,54.9,6,769,54,13.5,3.9,0,715,12.5,51.1,6
"Wallace, Mike",MIA,16,878,878,54.9,10,878,16,4.0,1.0,0,862,12.9,53.9,10
"Robinson, Allen",JAX,10,548,548,54.8,2,548,-,-,-,-,548,11.4,54.8,2
"Thomas, Pierre",NO,11,600,600,54.5,3,600,222,4.9,20.2,2,378,8.4,34.4,1
"Matthews, Jordan",PHI,16,872,872,54.5,8,872,-,-,-,-,872,13.0,54.5,8
"Robinson, Denard",JAX,13,706,706,54.3,4,706,582,4.3,44.8,4,124,5.4,9.5,0
"Wilson, Russell",SEA,16,866,866,54.1,6,4341,849,7.2,53.1,6,17,17.0,1.1,0
"Kelce, Travis",KC,16,862,862,53.9,6,862,-,-,-,-,862,12.9,53.9,5
"Quick, Brian",STL,7,375,375,53.6,3,375,-,-,-,-,375,15.0,53.6,3
"Floyd, Malcom",SD,16,856,856,53.5,6,856,-,-,-,-,856,16.5,53.5,6
"Williams, Andre",NYG,16,851,851,53.2,7,851,721,3.3,45.1,7,130,7.2,8.1,0
"Harvin, Percy",[],13,1463,685,52.7,2,1463,202,6.1,15.5,1,483,9.5,37.2,1
"Floyd, Michael",ARZ,16,843,843,52.7,6,843,2,2.0,0.1,0,841,17.9,52.6,6
"West, Terrance",CLE,14,737,737,52.6,5,737,673,3.9,48.1,4,64,5.8,4.6,1
"Sanu, Mohamed",CIN,16,841,841,52.6,5,920,51,7.3,3.2,0,790,14.1,49.4,5
"Vereen, Shane",NE,16,838,838,52.4,5,838,391,4.1,24.4,2,447,8.6,27.9,3
"Gray, Jonas",NE,8,419,419,52.4,5,419,412,4.6,51.5,5,7,7.0,0.9,0
"Baldwin, Doug",SEA,16,956,833,52.1,3,956,8,8.0,0.5,0,825,12.5,51.6,3
"Moreno, Knowshon",MIA,3,156,156,52.0,1,156,148,4.8,49.3,1,8,8.0,2.7,0
"Wayne, Reggie",IND,15,779,779,51.9,2,779,-,-,-,-,779,12.2,51.9,2
"Williams, Kerwynn",ARZ,5,257,257,51.4,0,257,246,4.6,49.2,0,11,5.5,2.2,0
"Gates, Antonio",SD,16,821,821,51.3,12,821,-,-,-,-,821,11.9,51.3,12
"Johnson, Chris",NYJ,16,814,814,50.9,2,814,663,4.3,41.4,1,151,6.3,9.4,1
"Martin, Doug",TB,11,558,558,50.7,2,558,494,3.7,44.9,2,64,4.9,5.8,0
"Bowe, Dwayne",KC,15,754,754,50.3,0,754,-,-,-,-,754,12.6,50.3,0
"Hogan, Chris",BUF,16,426,426,26.6,4,426,-,-,-,-,426,10.4,26.6,4
"Beasley, Cole",DAL,16,420,420,26.3,4,420,-,-,-,-,420,11.4,26.3,4
"Riddick, Theo",DET,14,367,367,26.2,4,367,51,2.6,3.6,0,316,9.3,22.6,4
"Parker, Preston",NYG,16,980,418,26.1,2,980,-,-,-,-,418,11.6,26.1,2
"Lewis, Marcedes",JAX,8,206,206,25.8,2,206,-,-,-,-,206,11.4,25.8,2
"Rudolph, Kyle",MIN,9,231,231,25.7,2,231,-,-,-,-,231,9.6,25.7,2
"Campanaro, Michael",BAL,4,119,102,25.5,1,119,-,-,-,-,102,14.6,25.5,1
"Miller, Zach",SEA,3,76,76,25.3,0,76,-,-,-,-,76,12.7,25.3,0
"Nicks, Hakeem",IND,16,405,405,25.3,4,405,-,-,-,-,405,10.7,25.3,4
"Amaro, Jace",NYJ,14,366,345,24.6,2,366,-,-,-,-,345,9.1,24.6,2
"Seferian-Jenkins, Austin",TB,9,221,221,24.6,2,221,-,-,-,-,221,10.5,24.6,2
"Rodgers, Jacquizz",ATL,16,400,390,24.4,2,400,217,3.7,13.6,1,173,6.0,10.8,1
"Willson, Luke",SEA,15,399,362,24.1,3,399,-,-,-,-,362,16.5,24.1,3
"Thomas, Daniel",MIA,12,289,289,24.1,2,289,168,3.8,14.0,2,121,9.3,10.1,0
"Woodhead, Danny",SD,3,72,72,24.0,0,72,38,2.5,12.7,0,34,6.8,11.3,0
"Todman, Jordan",JAX,16,1356,384,24.0,2,1356,186,5.8,11.6,1,198,7.9,12.4,1
"Pettis, Austin",STL,5,119,118,23.6,1,119,-,-,-,-,118,9.8,23.6,1
"Ford, Chase",MIN,11,270,258,23.5,1,270,-,-,-,-,258,11.2,23.5,1
"McCluster, Dexter",TEN,14,483,328,23.4,1,483,131,3.3,9.4,0,197,7.6,14.1,1
"Reece, Marcel",OAK,15,350,350,23.3,1,350,85,4.1,5.7,0,265,7.2,17.7,1
"Randle, Joseph",DAL,16,366,366,22.9,3,366,343,6.7,21.4,3,23,5.8,1.4,0
"Inman, Dontrelle",SD,7,158,158,22.6,0,158,-,-,-,-,158,13.2,22.6,0
"Hillis, Peyton",NYG,9,202,202,22.4,0,202,115,4.4,12.8,0,87,8.7,9.7,0
"Thomas, De'Anthony",KC,12,1102,269,22.4,2,1102,113,8.1,9.4,1,156,6.8,13.0,0
"Moeaki, Tony",SEA,6,134,134,22.3,1,134,-,-,-,-,134,16.8,22.3,1
"Harbor, Clay",JAX,13,289,289,22.2,1,289,-,-,-,-,289,11.1,22.2,1
"Avant, Jason",[],16,354,354,22.1,1,354,1,1.0,0.1,0,353,10.4,22.1,1
"Carlson, John",ARZ,16,350,350,21.9,1,350,-,-,-,-,350,10.6,21.9,1
"Johnson, Damaris",HOU,16,540,350,21.9,1,540,19,3.8,1.2,0,331,10.7,20.7,1
"Cadet, Travaris",NO,15,692,328,21.9,1,692,32,3.2,2.1,0,296,7.8,19.7,1
"Wilson, Albert",KC,12,281,260,21.7,0,281,-,-,-,-,260,16.3,21.7,0
"Tolbert, Mike",CAR,8,173,171,21.4,0,173,78,2.1,9.8,0,93,7.8,11.6,0
"Celek, Brent",PHI,16,340,340,21.3,1,340,-,-,-,-,340,10.6,21.3,1
"Gibson, Brandon",MIA,14,295,295,21.1,1,295,-,-,-,-,295,10.2,21.1,1
"Lloyd, Brandon",SF,14,294,294,21.0,1,294,-,-,-,-,294,21.0,21.0,1
"Taylor, Stepfan",ARZ,14,287,287,20.5,4,287,208,3.3,14.9,1,79,7.2,5.6,3
"Whittaker, Fozzy",CAR,10,467,205,20.5,2,467,145,4.5,14.5,1,60,12.0,6.0,1
"White, James",NE,3,61,61,20.3,0,61,38,4.2,12.7,0,23,4.6,7.7,0
"Benjamin, Travis",CLE,16,698,325,20.3,3,698,11,3.7,0.7,0,314,17.4,19.6,3
"Locker, Jake",TEN,7,142,142,20.3,1,1135,142,6.5,20.3,1,-,-,-,-
"Sims, Dion",MIA,14,284,284,20.3,2,284,-,-,-,-,284,11.8,20.3,2
"Quarless, Andrew",GB,16,323,323,20.2,3,323,-,-,-,-,323,11.1,20.2,3
"Wilson, Marquess",CHI,7,140,140,20.0,1,140,-,-,-,-,140,8.2,20.0,1
"Thompson, Juwan",DEN,15,297,297,19.8,3,297,272,5.0,18.1,3,25,6.3,1.7,0
"Dunbar, Lance",DAL,16,362,316,19.8,0,362,99,3.4,6.2,0,217,12.1,13.6,0
"Ross, Jeremy",DET,16,1181,313,19.6,1,1181,-1,-0.5,-0.1,0,314,13.1,19.6,1
"Griffin III, Robert",WSH,9,176,176,19.6,1,1870,176,4.6,19.6,1,-,-,-,-
"Thompson, Chris",WSH,2,39,39,19.5,1,39,12,4.0,6.0,0,27,4.5,13.5,1
"Williams, Damien",MIA,16,411,309,19.3,1,411,122,3.4,7.6,0,187,8.9,11.7,1
"Tannehill, Ryan",MIA,16,307,307,19.2,1,4352,311,5.6,19.4,1,-4,-4.0,-0.3,0
"Caldwell, Andre",DEN,16,325,47,2.9,0,325,-,-,-,-,47,9.4,2.9,0
"Leonhardt, Brian",OAK,12,35,35,2.9,1,35,-,-,-,-,35,5.8,2.9,1
"James, Mike",TB,11,32,32,2.9,0,32,37,2.0,3.4,0,-5,-5.0,-0.5,0
"Latimer, Cody",DEN,8,45,23,2.9,0,45,-,-,-,-,23,11.5,2.9,0
"Ajirotutu, Seyi",SD,16,45,45,2.8,0,45,-,-,-,-,45,11.3,2.8,0
"Hammond Jr., Frankie",KC,16,319,45,2.8,0,319,-,-,-,-,45,11.3,2.8,0
"Hoyer, Brian",CLE,14,39,39,2.8,0,3365,39,1.6,2.8,0,0,-,0.0,0
"Roby, Courtney",ATL,4,11,11,2.8,0,11,-,-,-,-,11,11.0,2.8,0
"Hoomanawanui, Michael",NE,16,44,44,2.8,0,44,-,-,-,-,44,14.7,2.8,0
"Andrews, Antonio",TEN,4,121,11,2.8,0,121,-,-,-,-,11,5.5,2.8,0
"Patton, Solomon",TB,7,547,19,2.7,0,547,19,19.0,2.7,0,-,-,-,-
"Summers, Frank",BUF,10,37,26,2.6,1,37,17,2.8,1.7,1,9,1.8,0.9,0
"Johnson, Will",PIT,16,41,41,2.6,0,41,0,0.0,0.0,0,41,6.8,2.6,0
"Harris, Demetrius",KC,8,20,20,2.5,0,20,-,-,-,-,20,6.7,2.5,0
"Ausberry, David",OAK,6,14,14,2.3,0,14,-,-,-,-,14,7.0,2.3,0
"Battle, Jackie",TEN,16,80,37,2.3,1,80,9,1.8,0.6,1,28,5.6,1.8,0
"Whalen, Griff",IND,10,589,23,2.3,0,589,-,-,-,-,23,11.5,2.3,0
"Webb, Joe",CAR,7,69,16,2.3,0,69,-,-,-,-,16,16.0,2.3,0
"Clausen, Jimmy",CHI,4,9,9,2.3,0,232,9,3.0,2.3,0,-,-,-,-
"Heyward-Bey, Darrius",PIT,16,33,33,2.1,0,33,-,-,-,-,33,11.0,2.1,0
"Simms, Matt",NYJ,1,2,2,2.0,0,41,2,2.0,2.0,0,-,-,-,-
"Manning, Eli",NYG,16,31,31,1.9,1,4441,31,2.6,1.9,1,-,-,-,-
"Hoskins, Gator",MIA,11,21,21,1.9,0,21,-,-,-,-,21,7.0,1.9,0
"Draughn, Shaun",[],10,192,19,1.9,0,192,19,1.9,1.9,0,-,-,-,-
"Fiedorowicz, C.J.",HOU,15,28,28,1.9,1,28,-,-,-,-,28,7.0,1.9,1
"Boykin, Jarrett",GB,13,26,23,1.8,0,26,-,-,-,-,23,7.7,1.8,0
"Felton, Jerome",MIN,16,63,27,1.7,1,63,27,6.8,1.7,0,0,-,0.0,0
"Blake, Antwon",PIT,16,25,25,1.6,0,25,-,-,-,-,25,25.0,1.6,0
"Brock, Kevin",CIN,14,21,21,1.5,0,21,-,-,-,-,21,4.2,1.5,0
"Garoppolo, Jimmy",NE,6,9,9,1.5,0,191,9,0.9,1.5,0,-,-,-,-
"Prosch, Jay",HOU,16,24,24,1.5,0,24,-,-,-,-,24,24.0,1.5,0
"Agnew, Ray",CLE,12,17,17,1.4,0,17,2,1.0,0.2,0,15,5.0,1.3,0
"Cribbs, Josh",IND,6,741,8,1.3,0,741,-,-,-,-,8,8.0,1.3,0
"Dorsey, Kevin",GB,3,4,4,1.3,0,4,-,-,-,-,4,4.0,1.3,0
"Roethlisberger, Ben",PIT,16,21,21,1.3,0,4973,27,0.8,1.7,0,-6,-,-0.4,0
"Jacobs, Nic",JAX,13,16,16,1.2,1,16,-,-,-,-,16,8.0,1.2,1
"Robinson, Aldrick",WSH,5,6,6,1.2,0,6,-,-,-,-,6,6.0,1.2,0
"Orton, Kyle",BUF,12,14,14,1.2,1,3032,14,0.9,1.2,1,-,-,-,-
"Olawale, Jamize",OAK,16,18,18,1.1,2,18,0,0.0,0.0,0,18,3.6,1.1,2
"Street, Devin",DAL,16,18,18,1.1,0,18,-,-,-,-,18,9.0,1.1,0
"Hill, Shaun",STL,9,10,10,1.1,1,1667,10,1.0,1.1,1,0,0.0,0.0,0
"Bruton Jr., David",DEN,14,13,13,0.9,0,13,13,13.0,0.9,0,-,-,-,-
"Smith, Brad",PHI,13,32,11,0.8,1,32,-,-,-,-,11,11.0,0.8,0
"Hynoski, Henry",NYG,16,13,13,0.8,0,13,13,1.9,0.8,0,0,-,0.0,0
"Saunders, Jalen",[],9,271,7,0.8,0,271,-,-,-,-,7,7.0,0.8,0
"Tukuafu, Will",SEA,9,6,6,0.7,0,6,2,2.0,0.2,0,4,4.0,0.4,0
"Baker, Edwin",NO,3,2,2,0.7,0,2,2,2.0,0.7,0,-,-,-,-
"Burton, Trey",PHI,15,10,10,0.7,1,10,10,2.0,0.7,0,-,-,-,-
"Mettenberger, Zach",TEN,7,4,4,0.6,0,1416,4,0.8,0.6,0,-,-,-,-
"Klug, Karl",TEN,16,41,9,0.6,0,41,-,-,-,-,9,9.0,0.6,0
"Taylor, Ike",PIT,5,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Osgood, Kassim",SF,13,2,0,0.0,0,2,-,-,-,-,0,-,0.0,0
"Scifres, Mike",SD,13,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Brown, Josh",NYG,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Mathis, Rashean",DET,16,0,0,0.0,1,0,-,-,-,-,-,-,-,-
"Johnson, Jarret",SD,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Suggs, Terrell",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hall, DeAngelo",WSH,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Schaub, Matt",OAK,11,0,0,0.0,0,57,-,-,-,-,-,-,-,-
"Peters, Jason",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cain, Jeremy",CHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Geathers, Robert",CIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McCown, Luke",NO,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"McBriar, Mat",SD,3,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Williams, D.J.",CHI,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Muhlbach, Don",DET,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Cole, Colin",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jenkins, Cullen",NYG,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wells, Scott",STL,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Starks, Randy",MIA,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Allen, Jared",CHI,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Kelly, Tommy",ARZ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Loeffler, Cullen",MIN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Wilfork, Vince",NE,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Dansby, Karlos",CLE,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, Antonio",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Hardwick, Nick",SD,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Phillips, Shaun",[],16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Adams, Mike",IND,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Lee, Andy",SF,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Jones, Donnie",PHI,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Allen, Will",PIT,16,0,0,0.0,0,0,-,-,-,-,0,-,0.0,0
"Clemons, Chris",JAX,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Scobee, Josh",JAX,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Smith, Daryl",BAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Edwards, Dwan",CAR,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Babin, Jason",NYJ,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Babineaux, Jonathan",ATL,15,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Koenen, Michael",TB,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Leonhard, Jim",CLE,16,31,0,0.0,0,31,-,-,-,-,-,-,-,-
"Wilson, George",TEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Gould, Robbie",CHI,12,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Canty, Chris",BAL,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Condo, Jon",OAK,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ladouceur, L.P.",DAL,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ratliff, Jeremiah",CHI,11,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Suisham, Shaun",PIT,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Ware, DeMarcus",DEN,16,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Myers, Chris",HOU,16,0,0,0.0,0,0,0,-,0.0,0,-,-,-,-
"Orlovsky, Dan",DET,1,0,0,0.0,0,0,-,-,-,-,-,-,-,-
"Carter, Tony",DEN,8,0,0,0.0,1,0,-,-,-,-,-,-,-,-
