Player,Team,Games Played,Points,Points / Game,Touchdowns,Passing Touchdowns,Rushing Touchdowns,Receiving Touchdowns,Kicking Points,Field Goals Made,Extra Points Made,Total Kick and Punt Return Touchdowns,Kick Return Touchdowns,Punt Return Touchdowns,Interception Touchdowns,Fumble Recovery Touchdowns,Safeties,Two Point Conversions
"Harris, David",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Revis, Darrelle",NE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Trusnik, Jason",MIA,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Jordan, Akeem",WSH,2,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Branch, Alan",NE,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sendlein, Lyle",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Timmons, Lawrence",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Woodley, LaMarr",OAK,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Weddle, Eric",SD,16,0,0.0,0,0,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Tarell",OAK,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Goldson, Dashon",TB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McDonald, Ray",SF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Staley, Joe",SF,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Willis, Patrick",SF,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Herring, Will",STL,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Mebane, Brandon",SEA,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wilson, Josh",ATL,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Hayward, Adam",WSH,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Alexander, Lorenzo",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Landry, LaRon",IND,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Beason, Jon",NYG,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Johnson, Charles",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kalil, Ryan",CAR,16,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Moore, Matt",MIA,2,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Durant, Justin",DAL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mincey, Jeremy",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Nelson, Reggie",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Barnes, Antwan",NYJ,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Grubbs, Ben",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Yanda, Marshal",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Diles, Zac",[],5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Biermann, Kroy",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"DeCoud, Thomas",CAR,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lofton, Curtis",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ryan, Matt",ATL,16,0,0.0,0,28,0,-,-,-,-,-,-,-,-,-,-,0
"McKelvin, Leodis",BUF,10,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Bowman, Zack",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Kellen",DET,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Williams, Chris",BUF,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Caldwell, Andre",DEN,16,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Collins, Anthony",TB,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Palmer, Jordan",TEN,1,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Rivers, Keith",BUF,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sims, Pat",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Rubin, Ahtyba",CLE,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jenkins, Mike",TB,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Scandrick, Orlando",DAL,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Clady, Ryan",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hillis, Peyton",NYG,9,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Kern, Brett",TEN,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Lichtensteiger, Kory",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Polumbus, Tyler",WSH,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Woodyard, Wesley",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Avril, Cliff",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cherilus, Gosder",IND,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fluellen, Andre",DET,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stanton, Drew",ARZ,9,0,0.0,0,7,0,-,-,-,-,-,-,-,-,-,-,0
"Flynn, Matt",GB,7,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Giacomini, Breno",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Goode, Brett",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Sitton, Josh",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hayes, William",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jones, Jason",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stevens, Craig",TEN,5,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Williams, Cary",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pollak, Mike",CIN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wheeler, Philip",MIA,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Albert, Branden",MIA,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Carr, Brandon",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Flowers, Brandon",SD,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gafford, Thomas",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gilberry, Wallace",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Branch, Tyvon",OAK,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Scott, Trevor",CHI,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Avery, Donnie",KC,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Greco, John",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Long, Chris",STL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Henne, Chad",JAX,3,0,0.0,0,3,0,-,-,-,-,-,-,-,-,-,-,0
"Langford, Kendall",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Long, Jake",STL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Walden, Erik",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Guion, Letroy",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sullivan, John",MIN,16,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Mayo, Jerod",NE,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Slater, Matthew",NE,16,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Dunbar, Jo-Lonn",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Meachem, Robert",NO,11,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Porter, Tracy",WSH,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ihedigbo, James",DET,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lowery, Dwight",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Haden, Joe",CLE,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lauvao, Shawn",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ward, T.J.",DEN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brent, Josh",DAL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Church, Barry",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Geathers, Clifton",WSH,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lissemore, Sean",SD,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCray, Danny",CHI,15,0,0.0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
"Sendejo, Andrew",MIN,16,0,0.0,0,-,0,-,-,-,-,-,-,-,0,0,0,0
"Young, Sam",JAX,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Beadles, Zane",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Clark, Chris",DEN,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Colquitt, Britton",DEN,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Cox, Perrish",SF,15,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Olsen, Eric",[],6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Vaughn, Cassius",DET,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Walton, J.D.",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Berry, Aaron",CLE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fox, Jason",MIA,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Suh, Ndamukong",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Young, Willie",CHI,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bulaga, Bryan",GB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Burnett, Morgan",GB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gordy, Josh",IND,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Masthay, Tim",GB,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Neal, Mike",GB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Shields, Sam",GB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wilson, C.J.",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Zombo, Frank",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mariani, Marc",CHI,6,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Morgan, Derrick",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Verner, Alterraun",TB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Damian",[],3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Conner, Kavell",SD,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Linkenbach, Jeff",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Mathews, Ricardo",SD,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClendon, Jacques",JAX,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Arenas, Javier",ATL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Asamoah, Jon",ATL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Berry, Eric",KC,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Stevie",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Houston, Lamarr",CHI,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClain, Rolando",DAL,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hoomanawanui, Michael",NE,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Saffold, Rodger",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Selvie, George",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sims, Eugene",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stewart, Darian",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carroll II, Nolan",PHI,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Jerry, John",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Reshad",MIA,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Misi, Koa",MIA,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Moore, Marlon",CLE,13,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Odrick, Jared",MIA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Shuler, Mickey",JAX,3,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Cook, Chris",SF,6,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Sherels, Marcus",MIN,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Webb, Joe",CAR,7,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Brown, Sergio",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Deaderick, Brandon",NO,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fletcher, Dane",TB,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCourty, Devin",NE,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Spikes, Brandon",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Charles",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Daniel, Chase",KC,3,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Drescher, Justin",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Robinson, Patrick",NO,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Joseph, Linval",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pierre-Paul, Jason",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ducasse, Vladimir",MIN,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Mauga, Josh",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wilson, Kyle",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Allen, Nate",PHI,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Anderson, Colt",IND,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Chaney, Jamar",OAK,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Coleman, Kurt",KC,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Graham, Brandon",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Howard, Austin",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Schofield, O'Brien",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Alfonso",SF,6,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Williams, Dan",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Butler, Crezdon",TB,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McLendon, Steve",PIT,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pouncey, Maurkice",PIT,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Worilds, Jason",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ajirotutu, Seyi",SD,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Thomas, Cam",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Windt, Mike",SD,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Adams, Phillip",NYJ,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Boone, Alex",SF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Davis, Anthony",SF,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Iupati, Mike",SF,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Chancellor, Kam",SEA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gresham, Clint",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ness, Nate",DET,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Okung, Russell",SEA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thomas, Earl",SEA,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Thurmond III, Walter",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Asante, Larry",OAK,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Biggers, E.J.",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Tarpinian, Jeff",HOU,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ventrone, Ross",PIT,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Abdul-Quddus, Isa",DET,16,0,0.0,0,-,-,0,-,-,-,-,-,-,0,0,0,0
"Johnson, Tom",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jordan, Cameron",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"de la Puente, Brian",CHI,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Amukamara, Prince",NYG,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Herzlich, Mark",NYG,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hynoski, Henry",NYG,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Jernigan, Jerrel",NYG,2,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Paysinger, Spencer",NYG,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Trattou, Justin",MIN,4,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Williams, Jacquian",NYG,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bellore, Nick",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ellis, Kenrick",NYJ,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wilkerson, Muhammad",NYJ,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jarrett, Jaiquawn",NYJ,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kelce, Jason",PHI,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Matthews, Casey",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Vandervelde, Julian",PHI,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Acho, Sam",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Housler, Rob",ARZ,15,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Allen, Cortez",PIT,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bryant, Corbin",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carter, Chris",[],4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gilbert, Marcus",PIT,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Heyward, Cameron",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Saunders, Weslye",IND,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Scott, Chris",CAR,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brown, Vincent",OAK,7,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Butler, Donald",SD,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gilchrist, Marcus",SD,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Schilling, Stephen",SEA,8,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Walters, Bryan",SEA,13,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Wright, Shareece",SD,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dobbs, Demarcus",[],10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jones, Colin",CAR,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kilgore, Daniel",SF,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Smith, Aldon",SF,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Tukuafu, Will",SEA,9,0,0.0,0,-,0,0,-,-,-,-,-,-,0,0,0,0
"Williams, Ian",SF,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Browner, Brandon",NE,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carpenter, James",SEA,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Durham, Kris",TEN,4,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Fanaika, Paul",ARZ,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jeanpierre, Lemuel",SEA,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Johnson, Jeron",SEA,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Maxwell, Byron",SEA,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Sherman, Richard",SEA,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Smith, Malcolm",SEA,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wright, K.J.",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bowers, Da'Quan",TB,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bradford, Allen",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Clayborn, Adrian",TB,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Foster, Mason",TB,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Johnson, George",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stocker, Luke",TB,13,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Hankerson, Leonard",WSH,1,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Kerrigan, Ryan",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Willie",SD,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bell, Byron",CAR,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brockel, Richie",CAR,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fua, Sione",CLE,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kearse, Frank",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Keiser, Thomas",ARZ,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClain, Terrell",DAL,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stanford, R.J.",MIA,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Josh",[],5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bradfield, Cameron",JAX,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Gabbert, Blaine",SF,1,0,0.0,0,1,0,-,-,-,-,-,-,-,-,-,-,0
"Harris, DuJuan",GB,15,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Heath, T.J.",MIA,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Prosinski, Chris",[],11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brown, Chykie",[],15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bynes, Josh",DET,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McClellan, Albert",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McPhee, Pernell",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Reid, Jah",BAL,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Smith, Jimmy",BAL,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Taylor, Tyrod",BAL,1,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Braman, Bryan",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Harris, Brandon",TEN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Holliday, Trindon",[],2,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Maehl, Jeff",PHI,8,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Newton, Derek",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
