Player,Team,Games Played,Receptions,Receiving Yards,Yards / Reception,Receiving Yards / Game,Yards after Catch,Receiving Touchdowns,Longest Reception,Receptions of 25+ Yards,100 Yard Games,Targets,Drops,% Caught,Fumbles,Fumbles Lost,First Downs Receiving,First Down %
"Davis, Vernon",SF,15,52,850,16.4,56.7,283,13,64,10,1,84,4,61.9%,1,1,35,67.3%
"Cooper, Riley",PHI,16,47,835,17.8,52.2,253,8,63,11,3,84,3,56.0%,0,0,33,70.2%
"Jones, James",GB,14,59,817,13.9,58.4,380,3,83,8,2,93,3,63.4%,2,1,30,50.8%
"Olsen, Greg",CAR,16,73,816,11.2,51.0,347,6,31,7,0,111,4,65.8%,0,0,44,60.3%
"Jennings, Greg",MIN,15,68,804,11.8,53.6,361,4,70,5,1,105,5,64.8%,0,0,36,52.9%
"Hopkins, DeAndre",HOU,16,52,802,15.4,50.1,187,2,66,9,1,91,2,57.1%,1,1,38,73.1%
"Thomas, Julius",DEN,14,65,788,12.1,56.3,400,12,74,5,2,90,2,72.2%,0,0,41,63.1%
"Welker, Wes",DEN,13,73,778,10.7,59.8,340,10,33,5,0,111,10,65.8%,0,0,49,67.1%
"Baldwin, Doug",SEA,16,50,778,15.6,48.6,246,5,52,12,0,73,2,68.5%,0,0,36,72.0%
"Shorts III, Cecil",JAX,13,66,777,11.8,59.8,300,3,59,2,1,124,10,53.2%,0,0,41,62.1%
"Bennett, Martellus",CHI,16,65,759,11.7,47.4,403,5,43,6,0,94,2,69.1%,1,1,40,61.5%
"Clay, Charles",MIA,16,69,759,11.0,47.4,382,6,67,5,1,102,4,67.6%,0,0,36,52.2%
"Smith Sr., Steve",CAR,15,64,745,11.6,49.7,203,4,44,2,0,110,6,58.2%,0,0,44,68.8%
"Sanders, Emmanuel",PIT,16,67,740,11.0,46.3,308,6,55,5,0,112,3,59.8%,1,0,37,55.2%
"Mathews, Ryan",SD,16,26,189,7.3,11.8,206,1,17,0,0,33,2,78.8%,0,0,9,34.6%
"Spiller, C.J.",BUF,15,33,185,5.6,12.3,237,0,27,2,0,40,2,82.5%,0,0,5,15.2%
"Tamme, Jacob",DEN,16,20,184,9.2,11.5,76,1,15,0,0,25,0,80.0%,0,0,14,70.0%
"Tolbert, Mike",CAR,16,27,184,6.8,11.5,210,2,18,0,0,32,0,84.4%,0,0,10,37.0%
"Foster, Arian",HOU,8,22,183,8.3,22.9,218,1,41,2,0,35,4,62.9%,0,0,6,27.3%
"Leonard, Brian",TB,16,29,179,6.2,11.2,162,0,19,0,0,37,1,78.4%,0,0,9,31.0%
"Williams, Damian",TEN,10,15,178,11.9,17.8,47,0,32,2,0,23,1,65.2%,0,0,10,66.7%
"Peterson, Adrian",MIN,14,29,171,5.9,12.2,165,1,22,0,0,40,1,72.5%,2,1,11,37.9%
"Miller, Lamar",MIA,16,26,170,6.5,10.6,197,0,22,0,0,35,1,74.3%,0,0,6,23.1%
"Pitta, Dennis",BAL,4,20,169,8.5,42.3,58,1,18,0,0,33,2,60.6%,0,0,11,55.0%
"Brazill, LaVon",IND,10,12,161,13.4,16.1,56,2,29,1,0,27,1,44.4%,1,0,7,58.3%
"Sherman, Anthony",KC,16,18,155,8.6,9.7,170,1,26,1,0,24,1,75.0%,1,1,8,44.4%
"Posey, DeVier",HOU,14,15,155,10.3,11.1,77,0,42,1,0,25,0,60.0%,0,0,5,33.3%
"Whittaker, Fozzy",[],14,21,155,7.4,11.1,175,2,35,1,0,35,5,60.0%,0,0,6,28.6%
"Bolden, Brandon",NE,12,21,152,7.2,12.7,163,0,18,0,0,29,3,72.4%,0,0,6,28.6%
"Floyd, Malcom",SD,2,6,149,24.8,74.5,24,0,47,3,1,11,0,54.5%,0,0,5,83.3%
"Ball, Montee",DEN,16,20,145,7.3,9.1,143,0,31,1,0,27,2,74.1%,1,1,10,50.0%
"Salas, Greg",NYJ,8,8,143,17.9,17.9,79,0,44,3,0,13,0,61.5%,0,0,5,62.5%
"Gore, Frank",SF,16,16,141,8.8,8.8,102,0,29,1,0,26,1,61.5%,0,0,5,31.3%
"Stacy, Zac",STL,14,26,141,5.4,10.1,155,1,25,1,0,35,2,74.3%,0,0,7,26.9%
"Tate, Ben",HOU,14,34,140,4.1,10.0,172,0,10,0,0,49,1,69.4%,1,0,1,2.9%
"Brown, Jaron",ARZ,16,11,140,12.7,8.8,37,1,32,1,0,18,0,61.1%,0,0,6,54.5%
"Hoomanawanui, Michael",NE,13,12,136,11.3,10.5,83,1,19,0,0,19,1,63.2%,0,0,7,58.3%
"Golden, Brittan",ARZ,5,4,136,34.0,27.2,78,0,63,2,0,10,0,40.0%,0,0,3,75.0%
"Mendenhall, Rashard",ARZ,15,18,134,7.4,8.9,162,0,24,0,0,21,1,85.7%,0,0,5,27.8%
"Escobar, Gavin",DAL,16,9,134,14.9,8.4,42,2,25,2,0,15,0,60.0%,0,0,7,77.8%
"Ford, Chase",MIN,9,11,133,12.1,14.8,59,0,37,1,0,16,1,68.8%,0,0,7,63.6%
"Jenkins, A.J.",KC,16,8,130,16.3,8.1,46,0,48,2,0,17,2,47.1%,0,0,4,50.0%
"Havili, Stanley",IND,13,18,128,7.1,9.8,125,1,20,0,0,21,1,85.7%,0,0,6,33.3%
"Barnidge, Gary",CLE,16,13,127,9.8,7.9,94,2,40,1,0,18,0,72.2%,0,0,6,46.2%
"Hemingway, Junior",KC,16,13,125,9.6,7.8,31,2,24,0,0,19,1,68.4%,2,1,6,46.2%
"Gates, Clyde",NYJ,6,12,122,10.2,20.3,30,0,34,1,0,24,3,50.0%,0,0,5,41.7%
"Richardson, Daryl",STL,8,14,121,8.6,15.1,130,0,19,0,0,18,3,77.8%,0,0,3,21.4%
"Boyce, Josh",NE,9,9,121,13.4,13.4,80,0,30,1,0,19,2,47.4%,0,0,6,66.7%
"Bostick, Brandon",GB,11,7,120,17.1,10.9,63,1,26,1,0,14,1,50.0%,0,0,5,71.4%
"Hillman, Ronnie",DEN,10,12,119,9.9,11.9,84,0,19,0,0,14,0,85.7%,0,0,7,58.3%
"McDonald, Vance",SF,15,8,119,14.9,7.9,48,0,25,1,0,19,3,42.1%,0,0,5,62.5%
"Todman, Jordan",JAX,16,14,116,8.3,7.3,118,1,30,1,0,26,2,53.8%,0,0,6,42.9%
"Stokley, Brandon",BAL,6,13,115,8.9,19.2,61,0,18,0,0,21,0,61.9%,0,0,8,61.5%
"Owusu, Chris",TB,9,13,114,8.8,12.7,36,0,20,0,0,20,0,65.0%,0,0,5,38.5%
"Williams, Kyle",[],10,12,113,9.4,11.3,56,0,16,0,0,27,0,44.4%,0,0,5,41.7%
"Harkey, Cory",STL,15,13,113,8.7,7.5,113,2,31,1,0,18,2,72.2%,0,0,7,53.8%
"McFadden, Darren",OAK,10,17,108,6.4,10.8,128,0,16,0,0,25,2,68.0%,0,0,3,17.6%
"Benjamin, Travis",CLE,8,5,105,21.0,13.1,61,0,39,1,0,13,1,38.5%,0,0,4,80.0%
"Pierce, Bernard",BAL,16,20,104,5.2,6.5,113,0,15,0,0,25,1,80.0%,0,0,3,15.0%
"Brown, Andre",NYG,8,20,103,5.2,12.9,123,0,14,0,0,29,2,69.0%,0,0,3,15.0%
"Butler, Brice",OAK,10,9,103,11.4,10.3,27,0,29,1,0,17,2,52.9%,0,0,4,44.4%
"Scott, Da'Rel",NYG,5,11,102,9.3,20.4,117,1,23,0,0,19,2,57.9%,0,0,3,27.3%
"Paulson, David",PIT,16,6,102,17.0,6.4,37,0,34,2,0,10,1,60.0%,1,1,3,50.0%
"Ford, Jacoby",OAK,14,13,99,7.6,7.1,74,0,22,0,0,24,1,54.2%,1,1,5,38.5%
"Ridley, Stevan",NE,14,10,62,6.2,4.4,62,0,24,0,0,12,1,83.3%,1,1,2,20.0%
"Develin, James",NE,16,4,62,15.5,3.9,34,0,31,1,0,4,0,100.0%,0,0,3,75.0%
"Coleman, Derrick",SEA,12,8,62,7.8,5.2,51,1,12,0,0,8,0,100.0%,1,0,4,50.0%
"Sanzenbacher, Dane",CIN,10,6,61,10.2,6.1,31,0,23,0,0,8,1,75.0%,0,0,3,50.0%
"Ellison, Rhett",MIN,11,5,61,12.2,5.5,39,1,17,0,0,10,1,50.0%,0,0,4,80.0%
"Polk, Chris",PHI,15,4,61,15.3,4.1,49,0,34,1,0,5,1,80.0%,0,0,1,25.0%
"Randle, Joseph",DAL,13,8,61,7.6,4.7,63,0,13,0,0,10,2,80.0%,0,0,2,25.0%
"Brown, Ronnie",SD,16,8,60,7.5,3.8,68,0,15,0,0,8,0,100.0%,0,0,3,37.5%
"Cooper, Josh",CLE,5,9,60,6.7,12.0,26,0,16,0,0,14,1,64.3%,0,0,5,55.6%
"Turbin, Robert",SEA,16,8,60,7.5,3.8,67,0,19,0,0,12,1,66.7%,0,0,2,25.0%
"Dunbar, Lance",DAL,9,7,59,8.4,6.6,62,0,17,0,0,7,0,100.0%,1,1,2,28.6%
"Cunningham, Benny",STL,14,6,59,9.8,4.2,61,0,18,0,0,10,0,60.0%,0,0,2,33.3%
"Fiammetta, Tony",CHI,16,4,57,14.3,3.6,48,0,30,1,0,5,1,80.0%,0,0,2,50.0%
"Herron, Daniel",IND,6,1,57,57.0,9.5,60,0,57,1,0,1,0,100.0%,0,0,1,100.0%
"Baker, Edwin",CLE,3,8,57,7.1,19.0,67,0,16,0,0,9,0,88.9%,0,0,3,37.5%
"Hixon, Domenik",CAR,15,7,55,7.9,3.7,9,1,14,0,0,9,0,77.8%,0,0,2,28.6%
"Jones, Taiwan",OAK,16,2,55,27.5,3.4,41,0,52,1,0,3,0,66.7%,0,0,1,50.0%
"Toilolo, Levine",ATL,16,11,55,5.0,3.4,28,2,12,0,0,14,1,78.6%,0,0,4,36.4%
"Collins, Jed",NO,16,14,54,3.9,3.4,78,0,8,0,0,18,1,77.8%,0,0,3,21.4%
"Peterson, Patrick",ARZ,16,6,54,9.0,3.4,37,0,19,0,0,8,0,75.0%,0,0,3,50.0%
"Gragg, Chris",BUF,9,5,53,10.6,5.9,12,1,28,1,0,7,1,71.4%,0,0,4,80.0%
"Paul, Niles",WSH,15,4,51,12.8,3.4,21,0,25,1,0,8,0,50.0%,0,0,2,50.0%
"Williams, Teddy",ARZ,3,1,51,51.0,17.0,6,0,51,1,0,1,0,100.0%,0,0,1,100.0%
"DiMarco, Patrick",ATL,14,8,49,6.1,3.5,40,0,12,0,0,10,0,80.0%,0,0,1,12.5%
"Bush, Michael",CHI,15,4,48,12.0,3.2,48,1,17,0,0,8,2,50.0%,0,0,2,50.0%
"Leach, Vonta",BAL,16,11,47,4.3,2.9,54,1,12,0,0,19,0,57.9%,0,0,3,27.3%
"Dreessen, Joel",DEN,13,7,47,6.7,3.6,25,1,14,0,0,9,0,77.8%,0,0,3,42.9%
"Lorig, Erik",TB,15,11,47,4.3,3.1,56,0,20,0,0,14,0,78.6%,0,0,2,18.2%
"Saunders, Weslye",IND,6,4,46,11.5,7.7,13,0,18,0,0,11,2,36.4%,0,0,3,75.0%
"Gray, Cyrus",KC,16,7,46,6.6,2.9,52,0,18,0,0,10,1,70.0%,0,0,2,28.6%
"Edwards, Patrick",DET,4,5,46,9.2,11.5,26,0,11,0,0,11,0,45.5%,0,0,2,40.0%
"Rainey, Bobby",[],15,15,46,3.1,3.1,69,1,15,0,0,20,0,75.0%,0,0,3,20.0%
"Johnson, Dennis",HOU,8,8,46,5.8,5.8,61,0,14,0,0,12,1,66.7%,0,0,2,25.0%
"Green, Virgil",DEN,16,9,45,5.0,2.8,21,0,10,0,0,12,0,75.0%,0,0,0,0.0%
"Stewart, Jonathan",CAR,6,7,44,6.3,7.3,43,0,16,0,0,7,0,100.0%,0,0,3,42.9%
"Hill, Josh",NO,14,6,44,7.3,3.1,33,1,9,0,0,10,1,60.0%,0,0,3,50.0%
"James, Mike",TB,8,10,43,4.3,5.4,49,0,20,0,0,11,1,90.9%,0,0,1,10.0%
"Bradshaw, Ahmad",IND,3,7,42,6.0,14.0,42,0,14,0,0,8,0,87.5%,0,0,2,28.6%
"Johnson, Will",PIT,15,8,41,5.1,2.7,42,1,9,0,0,11,0,72.7%,0,0,2,25.0%
"Reisner, Allen",JAX,5,5,40,8.0,8.0,10,0,16,0,0,9,1,55.6%,0,0,1,20.0%
"Ta'ufo'ou, Will",JAX,16,10,40,4.0,2.5,37,0,11,0,0,15,1,66.7%,0,0,1,10.0%
"Greene, Shonn",TEN,11,6,39,6.5,3.5,65,0,28,1,0,7,1,85.7%,0,0,1,16.7%
"Byham, Nate",TB,4,3,38,12.7,9.5,10,0,34,1,0,3,0,100.0%,0,0,2,66.7%
"Blount, LeGarrette",NE,16,2,38,19.0,2.4,42,0,32,1,0,5,0,40.0%,0,0,1,50.0%
"Celek, Garrett",SF,12,2,38,19.0,3.2,22,0,30,1,0,4,0,50.0%,1,0,1,50.0%
"Felton, Jerome",MIN,13,6,37,6.2,2.8,22,0,11,0,0,8,0,75.0%,0,0,3,50.0%
"Murphy Jr., Louis",NYG,14,6,37,6.2,2.6,6,1,8,0,0,13,1,46.2%,1,1,2,33.3%
"Preston, Michael",TEN,7,5,37,7.4,5.3,2,2,10,0,0,7,0,71.4%,0,0,2,40.0%
"Battle, Jackie",TEN,16,4,36,9.0,2.3,38,0,24,0,0,5,0,80.0%,0,0,1,25.0%
"Brock, Kevin",KC,4,3,36,12.0,9.0,11,0,25,1,0,6,0,50.0%,0,0,1,33.3%
"Jernigan, Jerrel",NYG,15,29,329,11.3,21.9,132,2,30,1,0,44,1,65.9%,0,0,16,55.2%
"Gibson, Brandon",MIA,7,30,326,10.9,46.6,134,3,46,2,0,43,1,69.8%,0,0,19,63.3%
"Meachem, Robert",NO,15,16,324,20.3,21.6,82,2,60,5,0,30,0,53.3%,0,0,9,56.3%
"Rice, Ray",BAL,15,58,321,5.5,21.4,377,0,22,0,0,73,3,79.5%,0,0,13,22.4%
"Lynch, Marshawn",SEA,16,36,316,8.8,19.8,293,2,55,3,0,44,2,81.8%,1,0,12,33.3%
"Richardson, Trent",[],16,35,316,9.0,19.8,321,1,24,0,0,52,1,67.3%,0,0,15,42.9%
"Jones-Drew, Maurice",JAX,15,43,314,7.3,20.9,332,0,17,0,0,60,2,71.7%,0,0,13,30.2%
"Rudolph, Kyle",MIN,8,30,313,10.4,39.1,130,3,31,1,0,46,1,65.2%,0,0,12,40.0%
"Quarless, Andrew",GB,16,32,312,9.8,19.5,146,2,22,0,0,53,2,60.4%,0,0,18,56.3%
"Heyward-Bey, Darrius",IND,16,29,309,10.7,19.3,140,1,27,1,0,64,6,45.3%,0,0,16,55.2%
"Doss, Tandon",BAL,15,19,305,16.1,20.3,93,0,63,2,0,36,2,52.8%,0,0,13,68.4%
"Quick, Brian",STL,16,18,302,16.8,18.9,107,2,73,3,0,34,2,52.9%,0,0,15,83.3%
"McGrath, Sean",KC,16,26,302,11.6,18.9,141,2,25,1,0,40,1,65.0%,0,0,16,61.5%
"Finley, Jermichael",GB,6,25,300,12.0,50.0,235,3,52,3,0,34,1,73.5%,0,0,13,52.0%
"Jennings, Rashad",OAK,15,36,292,8.1,19.5,328,0,24,0,0,47,0,76.6%,0,0,12,33.3%
"Harbor, Clay",JAX,16,24,292,12.2,18.3,135,2,31,2,0,35,0,68.6%,2,1,16,66.7%
"Crabtree, Michael",SF,5,19,284,15.0,56.8,142,1,60,2,1,33,1,57.6%,0,0,13,68.4%
"Goodwin, Marquise",BUF,12,17,283,16.7,23.6,50,3,59,4,0,32,1,53.1%,1,1,13,76.5%
"Dickson, Ed",BAL,16,25,273,10.9,17.1,130,1,43,2,0,43,4,58.1%,0,0,16,64.0%
"Powell, Bilal",NYJ,16,36,272,7.6,17.0,323,0,36,1,0,58,4,62.1%,0,0,13,36.1%
"Willson, Luke",SEA,16,20,272,13.6,17.0,183,1,39,3,0,28,1,71.4%,0,0,13,65.0%
"Ogletree, Kevin",[],16,21,269,12.8,16.8,95,2,43,2,0,46,3,45.7%,0,0,15,71.4%
"Paulsen, Logan",WSH,16,28,267,9.5,16.7,102,3,33,2,0,50,1,56.0%,2,2,11,39.3%
"Whalen, Griff",IND,9,24,259,10.8,28.8,135,2,25,1,0,40,2,60.0%,0,0,14,58.3%
"Kendricks, Lance",STL,15,32,258,8.1,17.2,111,4,21,0,0,46,2,69.6%,0,0,16,50.0%
"Lacy, Eddie",GB,15,35,257,7.3,17.1,321,0,34,2,0,44,1,79.5%,0,0,12,34.3%
"Martin, Keshawn",HOU,16,22,253,11.5,15.8,97,2,32,2,0,40,5,55.0%,0,0,12,54.5%
"Daniels, Owen",HOU,5,24,252,10.5,50.4,85,3,28,1,0,41,0,58.5%,0,0,18,75.0%
"Helu Jr., Roy",WSH,16,31,251,8.1,15.7,191,0,28,1,0,42,1,73.8%,1,0,9,29.0%
"Austin, Miles",DAL,11,24,244,10.2,22.2,116,0,20,0,0,49,4,49.0%,0,0,14,58.3%
"Griffin, Ryan",HOU,15,19,244,12.8,16.3,84,1,40,2,0,28,1,67.9%,0,0,14,73.7%
"Bennett, Earl",CHI,15,32,243,7.6,16.2,74,4,17,0,0,43,2,74.4%,0,0,13,40.6%
"Miller, Bruce",SF,14,25,243,9.7,17.4,189,0,43,1,0,36,1,69.4%,1,0,12,48.0%
"Rice, Sidney",SEA,8,15,231,15.4,28.9,20,3,31,1,0,35,1,42.9%,1,1,11,73.3%
"Taylor, Kerry",[],10,22,229,10.4,22.9,79,1,17,0,0,34,1,64.7%,0,0,12,54.5%
"Watson, Benjamin",NO,15,19,226,11.9,15.1,100,2,32,2,0,30,0,63.3%,0,0,14,73.7%
"Bailey, Stedman",STL,16,17,226,13.3,14.1,45,0,28,1,0,25,0,68.0%,0,0,10,58.8%
"Snelling, Jason",ATL,14,29,216,7.5,15.4,215,3,34,1,0,34,1,85.3%,0,0,11,37.9%
"Williams, Mike",TB,6,22,216,9.8,36.0,63,2,28,1,0,40,1,55.0%,0,0,12,54.5%
"Davis, Drew",ATL,16,12,216,18.0,13.5,115,2,59,2,0,17,1,70.6%,0,0,9,75.0%
"Dray, Jim",ARZ,16,26,215,8.3,13.4,103,2,18,0,0,32,1,81.3%,1,1,13,50.0%
"Morgan, Joshua",WSH,14,20,214,10.7,15.3,90,0,21,0,0,33,2,60.6%,0,0,13,65.0%
"Brown, Donald",IND,16,27,214,7.9,13.4,242,2,33,3,0,35,1,77.1%,0,0,10,37.0%
"Johnson, Darius",ATL,10,22,210,9.6,21.0,90,1,17,0,0,43,3,51.2%,1,1,12,54.5%
"Fauria, Joseph",DET,16,18,207,11.5,12.9,53,7,25,1,0,30,0,60.0%,0,0,14,77.8%
"Fasano, Anthony",KC,9,23,200,8.7,22.2,84,3,20,0,0,33,4,69.7%,0,0,12,52.2%
"Caldwell, Andre",DEN,16,16,200,12.5,12.5,42,3,36,2,0,29,1,55.2%,0,0,11,68.8%
"Hawkins, Andrew",CIN,8,12,199,16.6,24.9,136,0,50,3,0,18,2,66.7%,0,0,7,58.3%
"Rogers, Da'Rick",IND,5,14,192,13.7,38.4,118,2,69,1,1,23,1,60.9%,0,0,9,64.3%
"Jackson, Steven",ATL,12,33,191,5.8,15.9,211,1,25,1,0,49,3,67.3%,0,0,10,30.3%
"Hunter, Kendall",SF,16,2,13,6.5,0.8,16,0,9,0,0,4,0,50.0%,0,0,0,0.0%
"Easley, Marcus",BUF,16,2,13,6.5,0.8,3,0,9,0,0,5,1,40.0%,0,0,0,0.0%
"Thompson, Taylor",TEN,16,3,13,4.3,0.8,2,1,9,0,0,7,0,42.9%,0,0,1,33.3%
"Asiata, Matt",MIN,11,5,13,2.6,1.2,25,0,8,0,0,8,1,62.5%,0,0,1,20.0%
"Wilson, Marquess",CHI,10,2,13,6.5,1.3,10,0,10,0,0,3,0,66.7%,0,0,1,50.0%
"Smith, Geno",NYJ,16,1,13,13.0,0.8,2,0,13,0,0,1,0,100.0%,0,0,1,100.0%
"Smith, Alex",CIN,16,3,12,4.0,0.8,6,1,7,0,0,6,0,50.0%,1,0,1,33.3%
"Cone, Kevin",ATL,16,1,12,12.0,0.8,6,0,12,0,0,1,0,100.0%,0,0,1,100.0%
"Brockel, Richie",CAR,16,1,12,12.0,0.8,11,0,12,0,0,1,0,100.0%,0,0,1,100.0%
"Tyms, Brian",CLE,7,2,12,6.0,1.7,0,0,6,0,0,5,0,40.0%,0,0,2,100.0%
"Cox, Michael",NYG,14,3,12,4.0,0.9,18,0,11,0,0,3,0,100.0%,0,0,1,33.3%
"Dawson, Skye",TB,7,2,12,6.0,1.7,7,0,9,0,0,7,0,28.6%,0,0,0,0.0%
"Graham, Ray",HOU,1,1,12,12.0,12.0,8,0,12,0,0,3,0,33.3%,0,0,1,100.0%
"Spaeth, Matt",PIT,4,1,11,11.0,2.8,0,1,11,0,0,2,0,50.0%,0,0,1,100.0%
"Stephens-Howling, LaRod",PIT,1,2,11,5.5,11.0,11,0,7,0,0,3,1,66.7%,0,0,0,0.0%
"Banyard, Joe",MIN,3,1,11,11.0,3.7,12,0,11,0,0,1,0,100.0%,0,0,1,100.0%
"Scott, Bernard",BAL,2,2,10,5.0,5.0,9,0,8,0,0,2,0,100.0%,0,0,0,0.0%
"Smith, Antone",ATL,15,2,10,5.0,0.7,5,0,6,0,0,3,1,66.7%,0,0,0,0.0%
"Ivory, Chris",NYJ,15,2,10,5.0,0.7,8,0,12,0,0,7,3,28.6%,0,0,1,50.0%
"Edwards, Armanti",[],6,1,10,10.0,1.7,7,0,10,0,0,5,0,20.0%,0,0,0,0.0%
"Meester, Brad",JAX,16,1,9,9.0,0.6,9,0,9,0,0,1,0,100.0%,0,0,1,100.0%
"Kasa, Nick",OAK,16,1,9,9.0,0.6,0,1,9,0,0,5,0,20.0%,0,0,1,100.0%
"Weems, Eric",CHI,16,1,8,8.0,0.5,4,0,8,0,0,2,0,50.0%,0,0,1,100.0%
"Obomanu, Ben",NYJ,3,1,8,8.0,2.7,2,0,8,0,0,1,0,100.0%,0,0,0,0.0%
"Palmer, Michael",PIT,16,1,8,8.0,0.5,7,0,8,0,0,1,0,100.0%,0,0,0,0.0%
"Green, Alex",NYJ,13,2,8,4.0,0.6,18,0,7,0,0,2,0,100.0%,0,0,0,0.0%
"Charles, Orson",CIN,13,1,8,8.0,0.6,7,0,8,0,0,2,0,50.0%,0,0,0,0.0%
"Wilson, David",NYG,5,2,8,4.0,1.6,11,0,6,0,0,6,0,33.3%,0,0,0,0.0%
"Line, Zach",MIN,3,1,8,8.0,2.7,5,0,8,0,0,3,0,33.3%,0,0,0,0.0%
"Gray, MarQueis",CLE,12,2,8,4.0,0.7,6,0,5,0,0,9,0,22.2%,0,0,0,0.0%
"Reuland, Konrad",NYJ,10,1,7,7.0,0.7,7,0,7,0,0,3,0,33.3%,0,0,0,0.0%
"Barner, Kenjon",CAR,8,2,7,3.5,0.9,14,0,5,0,0,3,1,66.7%,0,0,0,0.0%
"Cribbs, Josh",NYJ,6,2,6,3.0,1.0,2,0,5,0,0,2,0,100.0%,0,0,0,0.0%
"Tate, Brandon",CIN,16,1,6,6.0,0.4,0,0,6,0,0,2,0,50.0%,0,0,0,0.0%
"Taylor, Tyrod",BAL,3,1,6,6.0,2.0,9,0,6,0,0,1,0,100.0%,0,0,0,0.0%
"Hughes, Robert",IND,1,1,6,6.0,6.0,7,0,6,0,0,2,0,50.0%,0,0,0,0.0%
"Stewart, Jeremy",OAK,13,2,6,3.0,0.5,5,0,5,0,0,2,0,100.0%,0,0,0,0.0%
"Roethlisberger, Ben",PIT,16,0,5,-,0.3,0,0,5,0,0,0,0,-,0,0,0,-
"Stevens, Craig",TEN,15,2,5,2.5,0.3,3,0,6,0,0,6,1,33.3%,0,0,0,0.0%
"McNeill, Mike",STL,14,1,5,5.0,0.4,9,0,5,0,0,1,0,100.0%,0,0,0,0.0%
"Hynoski, Henry",NYG,3,1,5,5.0,1.7,11,0,5,0,0,2,1,50.0%,0,0,0,0.0%
"Cadet, Travaris",NO,13,2,5,2.5,0.4,9,1,3,0,0,2,0,100.0%,0,0,1,50.0%
"Reynaud, Darius",[],9,1,4,4.0,0.4,6,0,4,0,0,2,1,50.0%,0,0,0,0.0%
"Clutts, Tyler",[],8,1,4,4.0,0.5,2,0,4,0,0,2,0,50.0%,1,1,0,0.0%
"Cunningham, Justice",IND,1,1,4,4.0,4.0,2,0,4,0,0,1,0,100.0%,0,0,0,0.0%
"Gordon, Richard",KC,2,1,3,3.0,1.5,1,0,3,0,0,1,0,100.0%,0,0,0,0.0%
"Royster, Evan",WSH,10,1,3,3.0,0.3,8,0,3,0,0,1,0,100.0%,0,0,0,0.0%
"Shiancoe, Visanthe",TEN,1,2,2,1.0,2.0,5,0,3,0,0,2,0,100.0%,0,0,0,0.0%
"Reed, David",IND,7,1,2,2.0,0.3,2,0,2,0,0,3,0,33.3%,0,0,0,0.0%
"Wingo, Ronnie",BUF,2,1,2,2.0,1.0,6,0,2,0,0,1,0,100.0%,0,0,0,0.0%
"Penn, Donald",TB,16,1,1,1.0,0.1,0,1,1,0,0,1,0,100.0%,0,0,1,100.0%
"Allen, Jared",MIN,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Fitzpatrick, Ryan",TEN,11,1,0,0.0,0.0,6,0,0,0,0,1,0,100.0%,0,0,0,0.0%
"Washington, Leon",[],7,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Satele, Samson",IND,13,1,0,0.0,0.0,4,0,0,0,0,1,0,100.0%,0,0,0,0.0%
"Robiskie, Brian",ATL,1,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Johnson, Quinn",TEN,4,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Coffman, Chase",ATL,11,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-
"Trufant, Isaiah",NYJ,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Williams, Stephen",[],6,0,0,-,0.0,0,0,0,0,0,4,1,0.0%,0,0,0,-
"Williams, D.J.",[],9,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-
"Maneri, Steve",CHI,4,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-
"Solder, Nate",NE,15,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Anderson, Joe",CHI,6,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Rodriguez, Evan",BUF,7,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Smelley, Brad",HOU,2,0,0,-,0.0,0,0,0,0,0,0,0,-,0,0,0,-
"Harris, Bryce",NO,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"McNutt, Marvin",CAR,1,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Rainey, Chris",IND,2,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Anderson, C.J.",DEN,5,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Jenkins, Greg",OAK,6,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Hakim, Saalim",NYJ,3,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Talley, Julian",NYG,2,0,0,-,0.0,0,0,0,0,0,2,1,0.0%,0,0,0,-
"Campbell, Michael",NYJ,4,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-
"Spadola, Ryan",[],4,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-
"Robinson, Denard",JAX,16,0,0,-,0.0,0,0,0,0,0,1,1,0.0%,0,0,0,-
