Player,Team,Games Played,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Interceptions,Interception Yards,Interception Touchdowns,Interception Return Long,Forced Fumbles,Fumbles Recovered,Fumble Recovery Touchdowns,Passes Defensed,Safeties,Stuffs,Stuff Yards
"Ghee, Brandon",CIN,10,6,3,3,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0.0
"Arenas, Javier",ARZ,16,6,5,1,1.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Neild, Chris",WSH,8,6,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2.0,7.0
"Posey, Julian",CLE,5,6,3,3,1.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
"Howard, Jaye",KC,3,6,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Prater, Shaun",[],9,6,4,2,0.0,0,1,30,0,30,0,0,0,1,0,0.0,0.0
"Boyd, Josh",GB,9,6,5,1,0.0,0,0,0,0,0,0,0,0,0,0,1.0,3.0
"Hughes, Montori",IND,4,6,4,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Williams, Brandon",BAL,7,6,3,3,1.0,5,0,0,0,0,0,1,0,0,0,0.0,0.0
"Greenwood, Chris",DET,3,6,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Bishop, Desmond",MIN,4,5,4,1,0.0,0,0,0,0,0,0,0,0,0,0,1.0,6.0
"Branch, Tyvon",OAK,2,5,4,1,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
"Lankster, Ellis",NYJ,15,5,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Moore, D.J.",CAR,2,5,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Toribio, Anthony",KC,8,5,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Westerman, Jamaal",[],13,5,3,2,0.5,4,0,0,0,0,0,0,0,0,0,0.0,0.0
"Melton, Henry",CHI,3,5,3,2,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Cox, Perrish",[],11,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Morgan, Mike",SEA,16,5,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Smith, D'Anthony",SEA,2,5,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0.5,1.0
"Bilukidi, Christo",[],7,5,5,0,1.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
"Maponga, Stansly",ATL,12,5,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Rayford, Caesar",DAL,7,5,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Moore, Damontre",NYG,15,5,3,2,0.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0
"Means, Steven",TB,10,5,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"McCray, Demetrius",JAX,16,5,3,2,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Carter, Andre",NE,9,4,3,1,2.0,12,0,0,0,0,0,0,0,2,0,0.0,0.0
"Ross, Aaron",NYG,4,4,4,0,0.0,0,1,9,0,9,0,0,0,5,0,0.0,0.0
"Studebaker, Andy",IND,11,4,2,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Love, Kyle",[],2,4,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"Moore, Sterling",DAL,5,4,4,0,0.0,0,1,21,0,21,0,0,0,3,0,0.0,0.0
"Wilson, Martez",[],9,4,4,0,1.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
"Talley, Ronald",ARZ,6,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Brooks, Ron",BUF,11,4,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Norman, Josh",CAR,7,4,3,1,0.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
"Davis, Ryan",JAX,7,4,4,0,1.0,18,1,8,0,8,0,0,0,1,0,0.0,0.0
"DiManche, Jayson",CIN,16,4,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Cox, Morgan",BAL,16,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Reed, David",IND,7,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Weeks, Jon",HOU,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Harris, Dwayne",DAL,13,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jones, Taiwan",OAK,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Dean, Larry",MIN,16,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0
"Powell, Bilal",NYJ,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Schlauderaff, Caleb",NYJ,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Hunter, Kendall",SF,16,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0.0,0.0
"Lockette, Ricardo",SEA,8,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"McClellan, Albert",BAL,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Braman, Bryan",HOU,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Franklin, Jerry",CHI,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Herron, Daniel",IND,6,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Wade, Trevin",NO,2,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Holmes, Andre",OAK,10,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Lewis, Travis",DET,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Whitehead, Tahir",DET,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Boykin, Jarrett",GB,16,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
"Brazill, LaVon",IND,10,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Burnett, Kaelin",OAK,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Miller, Lamar",MIA,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Ebner, Nate",NE,15,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0.0,0.0
"Havili, Stanley",IND,13,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Green, Ladarius",SD,16,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Kearse, Jermaine",SEA,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
"Wilson, Russell",SEA,16,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Bethel, Justin",ARZ,16,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jenkins, Greg",OAK,6,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0.0,0.0
"Bailey, Stedman",STL,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Bates, Daren",STL,15,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0.0,0.0
"Jones, Don",MIA,16,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Donnell, Larry",NYG,16,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Shepard, Russell",TB,14,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
"Miller, Jordan",JAX,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Austin, Marvin",[],3,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,5.0
"Dowtin, Marcus",[],8,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Robinson, Trenton",WSH,11,2,1,1,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
"Pendleton, Jeris",IND,1,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Williams, Shawn",CIN,16,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Hamilton, Jakar",DAL,3,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Lawrence, Cameron",DAL,11,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Robinson, Ryan",OAK,11,2,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Mauti, Michael",MIN,14,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Acho, Emmanuel",PHI,6,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Demens, Kenny",ARZ,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Garvin, Terence",PIT,15,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Thomas, Michael",MIA,3,2,2,0,0.0,0,1,0,0,0,0,0,0,2,0,0.0,0.0
"Mayowa, Benson",SEA,2,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Powell, Ty",BUF,5,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"Jefferson, Willie",HOU,6,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Bannan, Justin",DET,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Vilma, Jonathan",NO,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Martin, Derrick",CHI,7,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Costanzo, Blake",CHI,16,1,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0
"Jones, Jason",DET,3,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Senn, Jordan",CAR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Tamme, Jacob",DEN,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Kehl, Bryan",WSH,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Jamison, Tim",HOU,5,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Martin, Vaughn",MIA,3,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Miles, Jeromy",[],13,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,12.0
"Hughes, Brandon",PHI,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Dixon, Anthony",SF,16,1,1,0,0.0,0,0,0,0,0,1,0,0,0,0,1.0,5.0
"Pugh, Jordan",WSH,4,1,1,0,0.0,0,1,16,0,16,0,0,0,1,0,0.0,0.0
"McManis, Sherrick",CHI,15,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
"Young, Joe",IND,4,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Carter, David",DAL,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.5,1.0
"Carter, Chris",PIT,13,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Jones, Colin",CAR,16,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Williams, Ian",SF,2,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Paul, Niles",WSH,15,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Fua, Sione",[],5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Kearse, Frank",DAL,2,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Ross, Jay",BUF,5,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Johnson, Steven",DEN,16,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Moses, Dezman",KC,13,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Worthy, Jerel",GB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Gray, Cyrus",KC,16,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Pointer, Quinton",STL,2,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Wilson, Tavon",NE,13,1,1,0,0.0,0,1,74,1,74,0,0,0,1,0,0.0,0.0
"Kuhn, Markus",NYG,5,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"Sapp, Ricky",[],10,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
"Golden, Robert",PIT,16,1,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
